iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,115.56647398843933,27.07317073170732,173,738,31023.55293092725,2136.5586033476748,0.8020099
2,40000,283.87142857142857,51.0974358974359,70,390,30926.005826121207,2166.9067833047848,0.6040098999999999
3,60000,242.71951219512195,120.05421686746988,82,166,30233.159136094568,2158.447645506656,0.4060099
4,80000,261.0131578947368,239.27710843373492,76,83,31037.575583436,2168.0894289572484,0.2080099
5,100000,153.13076923076923,225.88636363636363,130,88,30947.39765138092,2065.171297724703,0.0100098999999999
6,120000,279.49295774647885,147.0814814814815,71,135,31116.57276799646,2020.629910833078,0.01
7,140000,152.0,127.76282051282053,131,156,31031.698402029684,1982.711784251384,0.01
8,160000,111.84831460674155,205.70103092783503,178,97,30805.40688550197,1990.4419778373483,0.01
9,180000,191.08653846153845,112.40112994350282,104,177,30163.981751042247,1988.0242998643464,0.01
10,200000,325.7049180327869,189.7184466019417,61,103,31004.850316616637,1947.328644692161,0.01
11,220000,133.17333333333335,87.1353711790393,150,229,30884.627759791663,1990.6682461236348,0.01
12,240000,210.68085106382975,98.7079207920792,94,202,32543.927541177218,2050.6229297543164,0.01
13,260000,117.68639053254438,120.34939759036143,169,166,32540.92593753033,2104.5082477475635,0.01
14,280000,162.85245901639345,157.36220472440945,122,127,32661.244185912485,2109.497552553901,0.01
15,300000,65.1470588235294,84.9404255319149,306,235,32409.841056373298,2082.2789739776326,0.01
16,320000,193.07766990291265,171.14655172413794,103,116,32382.71278541581,2075.6730265692977,0.01
17,340000,102.3076923076923,186.14018691588785,195,107,32728.309887433825,2054.3911911419623,0.01
18,360000,155.6484375,90.9816513761468,128,218,32318.96527961821,2068.591917486299,0.01
19,380000,190.7403846153846,152.69230769230768,104,130,32904.02248712136,2026.9099823569163,0.01
20,400000,364.462962962963,124.60377358490568,54,159,32136.335962974365,2055.9245205247494,0.01
21,420000,142.4142857142857,94.7190476190476,140,210,32643.84308284126,2066.9618639247897,0.01
22,440000,221.3111111111111,139.73426573426573,90,143,32720.39241997576,2079.4284707816432,0.01
23,460000,169.3050847457627,108.60109289617486,118,183,32730.319527239368,2065.955839542274,0.01
24,480000,214.88172043010752,238.56626506024097,93,83,32747.76192424408,2066.784552178798,0.01
25,500000,124.53125,208.21875,160,96,32843.97620680709,2020.9412552003323,0.01
26,520000,269.7972972972973,163.44262295081967,74,122,32507.58904698488,2023.21962488754,0.01
27,540000,320.0,245.6172839506173,62,81,32761.71366935839,2016.278480567168,0.01
28,560000,127.28025477707008,100.72727272727272,157,198,32618.64921524853,2035.0765070405885,0.01
29,580000,164.95867768595042,118.78571428571428,121,168,32825.83142668863,2066.670650518713,0.01
30,600000,161.34959349593495,99.81,123,200,31103.692990906868,2064.876872560305,0.01
31,620000,182.302752293578,144.6231884057971,109,138,31256.77817888005,2059.1301871312558,0.01
32,640000,180.8090909090909,188.58490566037736,110,106,31275.91189754042,2077.5684030378584,0.01
33,660000,188.622641509434,79.9758064516129,106,248,30990.05032512354,2085.370165204612,0.01
34,680000,493.2,193.80392156862743,40,102,31099.06931651127,2082.502768537264,0.01
35,700000,196.2871287128713,94.49289099526068,101,211,31299.332148951053,2077.630977969861,0.01
36,720000,454.1363636363636,284.0,44,69,30986.78594232715,2083.3481778400924,0.01
37,740000,31.94408945686901,186.57943925233644,626,107,30880.34556884227,2098.666294212105,0.01
38,760000,160.1048387096774,242.67073170731703,124,82,31138.08728164522,2096.2655129983373,0.01
39,780000,490.025,172.97391304347826,40,115,31162.34198748695,2080.682720189101,0.01
40,800000,173.81739130434784,194.6960784313725,115,102,30890.153458991408,2058.917734375103,0.01
41,820000,252.948717948718,285.71014492753625,78,69,31280.42211668404,2042.183992153991,0.01
42,840000,213.7311827956989,226.375,93,88,30850.025705075488,2050.4697199528064,0.01
43,860000,500.0,155.88976377952756,40,127,31368.130271050475,2049.7480856168645,0.01
44,880000,500.0,230.62790697674416,40,86,30996.2731770622,2050.9297734872966,0.01
45,900000,500.0,147.1259259259259,40,135,31426.51749464316,2051.0149414007174,0.01
46,920000,144.2826086956522,131.19736842105263,138,152,31269.177533158178,2061.0593951043907,0.01
47,940000,176.23008849557522,166.61666666666667,113,120,31355.76554483524,2057.5693939353782,0.01
48,960000,143.87769784172662,140.80281690140845,139,142,31161.1949277727,2056.781264606971,0.01
49,980000,249.675,233.3452380952381,80,84,31076.12669186876,2057.804480181468,0.01
50,1000000,121.22560975609755,237.64285714285717,164,84,31070.24503919721,2074.8693611104545,0.01
