iteration,step,train_step_rate,train_episode_return,train_num_episodes,eval_episode_return,eval_num_episodes
1,20000,3229.145014048386,28.262341325811,709,152.5648854961832,131
2,40000,5447.32947816074,72.29856115107914,278,184.09259259259258,108
3,60000,3804.038879711932,162.06451612903226,124,198.27,100
4,80000,6365.799923072156,198.22772277227722,101,195.1764705882353,102
5,100000,4181.982656604134,199.8019801980198,101,173.26956521739132,115
6,120000,3718.398623935706,237.8,85,471.3809523809524,42
7,140000,2298.309606198996,299.34328358208955,67,210.36170212765958,94
8,160000,2366.156017866283,341.66101694915255,59,454.3636363636364,44
9,180000,3516.0273998095186,365.1272727272727,55,493.625,40
10,200000,2757.7987030652703,380.45283018867923,53,500.0,40
11,220000,2036.0952307706314,421.4583333333333,48,497.4,40
12,240000,2299.223712952766,378.5,54,433.7391304347826,46
13,260000,2615.6130793470056,455.97727272727275,44,500.0,40
14,280000,2118.494009771515,479.8809523809524,42,500.0,40
15,300000,3199.2536776515994,492.6585365853659,41,500.0,40
16,320000,2124.9131794498176,487.07142857142856,42,500.0,40
17,340000,3269.8119195334034,500.0,40,500.0,40
18,360000,2636.601587828544,492.6585365853659,41,500.0,40
19,380000,2062.2098323227615,498.0243902439024,41,500.0,40
20,400000,2755.306870455195,491.0243902439024,41,500.0,40
21,420000,2118.615651188381,494.3658536585366,41,500.0,40
22,440000,3120.7415083107444,500.0,40,500.0,40
23,460000,2259.857927787018,500.0,40,500.0,40
24,480000,5930.9673202397,500.0,40,500.0,40
25,500000,6563.981510014743,500.0,40,500.0,40
26,520000,1946.073747093208,500.0,40,500.0,40
27,540000,1956.7525490228923,500.0,40,500.0,40
28,560000,2658.344697682718,500.0,40,500.0,40
29,580000,4831.429536772919,500.0,40,500.0,40
30,600000,4883.375363861853,500.0,40,500.0,40
31,620000,6324.053332516467,500.0,40,500.0,40
32,640000,2712.351042643776,500.0,40,500.0,40
33,660000,2319.407095092061,500.0,40,500.0,40
34,680000,2972.6965805199507,500.0,40,500.0,40
35,700000,2841.4475210038095,500.0,40,500.0,40
36,720000,3080.561854126855,500.0,40,500.0,40
37,740000,2093.887827504878,500.0,40,500.0,40
38,760000,2555.5440235769925,500.0,40,500.0,40
39,780000,2044.3188099726528,500.0,40,500.0,40
40,800000,2320.87946761496,500.0,40,500.0,40
41,820000,4366.949631530777,500.0,40,500.0,40
42,840000,5812.018365033549,500.0,40,500.0,40
43,860000,2441.7014756068606,500.0,40,500.0,40
44,880000,5080.337393332376,500.0,40,500.0,40
45,900000,3099.3793059184227,500.0,40,500.0,40
46,920000,2884.8775743568126,500.0,40,500.0,40
47,940000,2779.4530066125176,500.0,40,500.0,40
48,960000,4909.017443939906,500.0,40,500.0,40
49,980000,2505.4714686350853,500.0,40,500.0,40
50,1000000,3212.4415445294494,500.0,40,500.0,40
