iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
1,1000000,7.265267175572519,1.499246987951807,524,1328,1282.2132382080947,387.393727396436,0.8200008999999999,0.193238443596268,0.193238443596268,0.806761556403732
2,2000000,18.452380952380956,3.679871520342613,294,934,1379.4869507713147,312.4589537467376,0.5950008999999999,0.5816798941798942,0.5816798941798942,0.4183201058201058
3,3000000,41.09326424870466,7.469418960244648,193,654,1408.534543603687,300.7915286845006,0.3700008999999999,1.3678216753022452,1.0,0.0
4,4000000,60.87671232876713,22.008695652173916,146,345,1316.7715264540102,295.6801066303698,0.1450009,2.0547469558599696,1.0,0.0
5,5000000,82.59574468085107,51.69406392694064,141,219,1359.4529136977528,303.42589908327767,0.1,2.808880023640662,1.0,0.0
6,6000000,133.251968503937,74.94736842105263,127,190,1330.842091587383,302.6675755436011,0.1,4.56777668416448,1.0,0.0
7,7000000,130.13934426229508,94.43548387096774,122,186,1337.3350564198288,309.6320397039355,0.1,4.459699453551913,1.0,0.0
8,8000000,116.08527131782944,90.91623036649214,129,191,1349.893029832975,295.83805822789475,0.1,3.971710809646856,1.0,0.0
9,9000000,245.78217821782175,105.47311827956987,101,186,1423.9501890118488,318.8082718460255,0.1,8.475075632563257,1.0,0.0
10,10000000,286.2409638554217,132.52,83,175,1406.818892262496,339.579130352863,0.1,9.879894578313252,1.0,0.0
11,11000000,258.9,133.02209944751382,80,181,1354.4770146820706,329.50626665173814,0.1,8.930555555555555,1.0,0.0
12,12000000,217.3069306930693,119.28571428571428,101,189,1403.421236755642,342.5839580806143,0.1,7.486351760176018,1.0,0.0
13,13000000,303.36082474226805,145.34463276836158,97,177,1415.772600567389,336.9346186131125,0.1,10.474334192439864,1.0,0.0
14,14000000,119.51572327044023,153.03867403314916,159,181,1399.4223091716235,345.2785189940248,0.1,4.090823724668064,1.0,0.0
15,15000000,334.3466666666667,155.0391061452514,75,179,1357.5103769864916,335.3377150450749,0.1,11.550231481481482,1.0,0.0
16,16000000,351.38271604938274,169.44827586206895,81,174,1357.4983790058868,331.21948015153635,0.1,12.1417609739369,1.0,0.0
17,17000000,287.2125,197.61349693251532,80,163,1341.5943197321278,332.6719460944516,0.1,9.91362847222222,1.0,0.0
18,18000000,342.22033898305085,169.0718232044199,59,181,1406.5035793588374,333.19837355122854,0.1,11.823622881355933,1.0,0.0
19,19000000,351.82758620689657,152.88950276243094,58,181,1409.9657641111476,334.7639563841678,0.1,12.157207854406131,1.0,0.0
20,20000000,366.3292682926829,175.43529411764706,82,170,1350.24731605908,335.65470578607443,0.1,12.660738482384824,1.0,0.0
21,21000000,232.31730769230768,152.0054644808743,104,183,1407.0835835199562,333.72066836911904,0.1,8.007545405982906,1.0,0.0
22,22000000,358.61290322580646,173.1942857142857,62,175,1349.4959469810171,332.6886762667201,0.1,12.392809139784946,1.0,0.0
23,23000000,293.29545454545456,191.4795321637427,88,171,1270.07950411322,327.27539738820946,0.1,10.124842171717171,1.0,0.0
24,24000000,375.0925925925926,174.34883720930233,54,172,1372.9481695834618,248.16647460129565,0.1,12.965020576131687,1.0,0.0
25,25000000,382.56451612903226,160.45505617977528,62,178,1221.6046415261628,281.6251246666529,0.1,13.224462365591398,1.0,0.0
26,26000000,376.6851851851852,195.28313253012047,54,166,649.8476808890672,260.8682453490106,0.1,13.020318930041151,1.0,0.0
27,27000000,350.2409638554217,165.34615384615384,83,182,1119.4145025633193,222.5760332602204,0.1,12.102116800535477,1.0,0.0
28,28000000,380.7627118644068,193.1058823529412,59,170,1153.2611243270433,225.6014485581829,0.1,13.161899717514125,1.0,0.0
29,29000000,301.65714285714284,192.33142857142855,70,175,1042.9406748622316,213.22449434830725,0.1,10.415178571428571,1.0,0.0
30,30000000,128.80555555555554,202.51807228915663,144,166,1110.1793813960892,217.3294203302079,0.1,4.413387345679012,1.0,0.0
31,31000000,345.325,176.60344827586206,80,174,1424.1745466203918,328.6275572246893,0.1,11.93142361111111,1.0,0.0
32,32000000,327.3764705882353,173.70454545454547,85,176,1172.087338393682,255.1061374606192,0.1,11.308210784313726,1.0,0.0
33,33000000,397.7014925373134,184.77966101694915,67,177,1138.5208450475434,223.32864597315472,0.1,13.750051824212273,1.0,0.0
34,34000000,378.0886075949367,198.49122807017545,79,171,1074.0355272749375,208.0267364006694,0.1,13.069048874824192,1.0,0.0
35,35000000,383.2191780821918,201.22754491017963,73,167,1090.7535572199283,202.9536775444483,0.1,13.247193683409437,1.0,0.0
36,36000000,322.5977011494253,195.187134502924,87,171,1183.0115797808369,211.64314251816637,0.1,11.1422812899106,1.0,0.0
37,37000000,381.5921052631579,185.33522727272728,76,176,1080.3597337456924,201.88064300773613,0.1,13.190698099415206,1.0,0.0
38,38000000,345.0674157303371,158.75824175824175,89,182,1140.726204928709,225.91856553408124,0.1,11.922479712858928,1.0,0.0
39,39000000,373.86764705882354,177.65536723163842,68,177,1173.3006341172504,262.22159711559857,0.1,12.92248774509804,1.0,0.0
40,40000000,339.60526315789474,155.2962962962963,76,189,1133.8996585990371,231.9613781496202,0.1,11.7328216374269,1.0,0.0
41,41000000,373.0289855072464,140.82105263157894,69,190,1192.6351132103637,232.53833235928337,0.1,12.893367552334944,1.0,0.0
42,42000000,396.1587301587302,180.44198895027623,63,181,1217.1021830810869,230.0073742084616,0.1,13.69648368606702,1.0,0.0
43,43000000,396.6206896551725,207.9766081871345,58,171,1101.3936335313974,232.68606958874756,0.1,13.712523946360154,1.0,0.0
44,44000000,393.28125,166.2173913043478,64,184,1154.1739091100235,235.50664222210165,0.1,13.596571180555555,1.0,0.0
45,45000000,341.30434782608694,156.40625,92,192,1079.051045137551,217.02832420421947,0.1,11.791817632850242,1.0,0.0
46,46000000,399.030303030303,186.53846153846155,66,182,1150.1607817819431,209.67533444221257,0.1,13.796191077441076,1.0,0.0
47,47000000,363.3561643835616,181.9835164835165,73,182,1043.2814180932248,199.6872889671141,0.1,12.557505707762555,1.0,0.0
