iteration,step,train_episode_return,train_num_episodes,train_step_rate,train_exploration_epsilon
1,20000,27.027027027027028,740,16146.185483717594,0.8100095
2,40000,50.38383838383838,396,14797.012441449067,0.6200094999999999
3,60000,114.0632183908046,174,15593.910651804492,0.4300095
4,80000,242.41463414634143,82,15494.363114704764,0.2400095
5,100000,364.4814814814815,54,15573.911438268078,0.0500094999999999
6,120000,387.4313725490196,51,15789.630533413572,0.05
7,140000,354.875,56,15539.730174034232,0.05
8,160000,321.0483870967742,62,15661.234529650284,0.05
9,180000,398.34,50,15620.474187295787,0.05
10,200000,441.8444444444444,45,15526.070064935013,0.05
11,220000,443.3777777777778,45,15401.73429377961,0.05
12,240000,376.8269230769231,52,15552.26100606423,0.05
13,260000,410.9583333333333,48,15196.98247380962,0.05
14,280000,409.3541666666667,48,15585.017149858257,0.05
15,300000,421.7659574468085,47,15599.419353092622,0.05
16,320000,418.9148936170213,47,15708.80734626448,0.05
17,340000,424.48936170212767,47,15549.721453860897,0.05
18,360000,406.3265306122449,49,15557.02619927546,0.05
19,380000,412.2708333333333,48,15781.20346147557,0.05
20,400000,446.0,44,15641.815122342176,0.05
21,420000,482.9512195121951,41,15512.407769238667,0.05
22,440000,415.375,48,15733.095572916993,0.05
23,460000,435.44444444444446,45,13921.4404456612,0.05
24,480000,434.7608695652174,46,15632.61900877487,0.05
25,500000,427.7391304347826,46,15592.004115604468,0.05
26,520000,434.4130434782609,46,15505.907110599435,0.05
27,540000,452.8636363636364,44,15677.50870440838,0.05
28,560000,475.7073170731707,41,15907.335191197926,0.05
29,580000,497.6,40,15668.093733071457,0.05
30,600000,482.9756097560976,41,15054.138403812109,0.05
31,620000,478.1707317073171,41,15907.97635287883,0.05
32,640000,474.7380952380952,42,15726.189750225962,0.05
33,660000,457.8139534883721,43,15709.750964497542,0.05
34,680000,450.34090909090907,44,15301.871128600367,0.05
35,700000,478.2439024390244,41,15745.005144909775,0.05
36,720000,471.0238095238095,42,15719.349661265218,0.05
37,740000,434.8222222222222,45,15877.4899354459,0.05
38,760000,475.4761904761905,42,15723.298796616376,0.05
39,780000,461.2558139534884,43,15379.8453137507,0.05
40,800000,469.8809523809524,42,15710.598150728138,0.05
41,820000,430.60869565217394,46,14842.61924054132,0.05
42,840000,430.1304347826087,46,15025.38156944296,0.05
43,860000,450.9772727272728,44,15609.30726829987,0.05
44,880000,450.77272727272725,44,15584.158886989342,0.05
45,900000,476.9756097560976,41,15905.97263173274,0.05
46,920000,472.57142857142856,42,15478.629496346828,0.05
47,940000,476.1190476190476,42,15657.673613688548,0.05
48,960000,463.2558139534884,43,15704.629489484669,0.05
49,980000,447.27272727272725,44,15662.046601239055,0.05
50,1000000,412.25,48,15584.570968646269,0.05
