iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
1,1000000,1749.4791666666667,1573.074712643678,384,348,1431.8268892599365,671.4199810222428,0.8020009899999999,0.0260451323975199,0.0260451323975199,0.97395486760248
2,2000000,2801.610169491525,2054.2285714285717,236,350,1324.5070241233846,593.9852391656752,0.55450099,0.0927222135993869,0.0927222135993869,0.9072777864006132
3,3000000,3049.239543726236,2525.6363636363635,263,330,1356.3684194830062,586.9269922050637,0.30700099,0.1084153201131997,0.1084153201131997,0.8915846798868002
4,4000000,3036.7796610169494,2887.147335423197,295,319,1339.0832745068797,585.261401010479,0.0595009899999999,0.1076256954286859,0.1076256954286859,0.8923743045713141
5,5000000,3304.52,3134.870967741936,250,310,1328.6292270628044,572.3270500459229,0.01,0.1245933014354067,0.1245933014354067,0.8754066985645933
6,6000000,3529.864253393665,3416.245614035088,221,285,1319.487949368214,564.8342037172762,0.01,0.1388741248704753,0.1388741248704753,0.8611258751295248
7,7000000,4136.284403669725,3786.036363636364,218,275,1322.6794676993604,563.1444283719179,0.01,0.1773050098970008,0.1773050098970008,0.8226949901029992
8,8000000,4444.883720930233,4161.196911196911,215,259,1393.0686897209887,569.9830718261746,0.01,0.1968619868139188,0.1968619868139188,0.8031380131860811
9,9000000,4545.4098360655735,4115.381679389313,183,262,1405.4569774237868,567.6642120720235,0.01,0.2032326649174925,0.2032326649174925,0.7967673350825075
10,10000000,4419.187817258883,4594.819277108434,197,249,1327.5883041280863,555.6693654532808,0.01,0.1952335509527477,0.1952335509527477,0.8047664490472523
11,11000000,5141.739130434783,4660.923694779117,184,249,1404.8943445702278,559.6780212407797,0.01,0.2410240584577954,0.2410240584577954,0.7589759415422046
12,12000000,5112.766990291262,4868.916666666667,206,240,1167.483964518461,520.4550921429728,0.01,0.2391879964695498,0.2391879964695498,0.7608120035304502
13,13000000,5278.74251497006,5110.344827586207,167,232,1197.8011747129592,481.22789155654914,0.01,0.2497064238391622,0.2497064238391622,0.7502935761608378
14,14000000,5536.481481481482,4982.133891213389,162,239,1169.971065120745,491.1294689962736,0.01,0.2660402092259882,0.2660402092259882,0.7339597907740117
15,15000000,5702.18085106383,5450.089285714285,188,224,1160.794156116075,494.3679885863928,0.01,0.2765411357181045,0.2765411357181045,0.7234588642818955
16,16000000,5587.765363128492,5394.529147982063,179,223,1175.2860487999344,498.7384841223481,0.01,0.2692902413339137,0.2692902413339137,0.7307097586660862
17,17000000,4901.435185185185,5168.369098712446,216,233,1216.2730459143766,484.7463035983436,0.01,0.2257951890227944,0.2257951890227944,0.7742048109772055
18,18000000,6074.829931972789,5573.055555555556,147,216,1129.4260049788004,495.564133646364,0.01,0.3001571616320409,0.3001571616320409,0.6998428383679591
19,19000000,4791.469194312796,5540.221238938053,211,226,1192.0812858073282,485.36693565489816,0.01,0.2188262742363697,0.2188262742363697,0.7811737257636302
20,20000000,5684.144736842105,5446.727272727273,152,220,1158.92221540699,481.6847543014616,0.01,0.2753981264832285,0.2753981264832285,0.7246018735167714
21,21000000,6562.202380952381,5576.238532110092,168,218,1121.8757340142226,473.1087626531265,0.01,0.3310435933301043,0.3310435933301043,0.6689564066698956
22,22000000,6337.365269461078,5680.277777777777,167,216,1257.7296432019518,471.1177547380922,0.01,0.3167949091835025,0.3167949091835025,0.6832050908164975
23,23000000,6963.786982248521,5841.943127962085,169,211,1237.0304058533025,463.3531705713534,0.01,0.3564933605151317,0.3564933605151317,0.6435066394848683
24,24000000,5296.981132075472,5587.333333333333,159,225,1231.0879493936536,458.0763779008596,0.01,0.2508622663630325,0.2508622663630325,0.7491377336369676
25,25000000,6035.367231638418,5621.6742081447965,177,221,1416.855435922745,555.386122484444,0.01,0.2976562775524204,0.2976562775524204,0.7023437224475796
26,26000000,6202.75,5733.502304147465,160,217,1391.4475853958288,569.7768103841873,0.01,0.3082638866884248,0.3082638866884248,0.6917361133115751
27,27000000,6383.167701863354,5361.929824561404,161,228,1226.904415268541,567.0633953831002,0.01,0.3196975634122344,0.3196975634122344,0.6803024365877656
28,28000000,5488.823529411765,5804.644549763033,153,211,1383.9805341958258,575.0956006464083,0.01,0.2630199644736376,0.2630199644736376,0.7369800355263624
29,29000000,5753.630573248408,5788.0,157,210,1175.231815520685,589.1360739148276,0.01,0.2798016776988122,0.2798016776988122,0.7201983223011877
30,30000000,6591.428571428572,5793.3490566037735,147,212,1156.064224186685,571.4333683942306,0.01,0.3328957553426009,0.3328957553426009,0.667104244657399
31,31000000,6495.972222222223,5856.132075471698,144,212,1344.6585303789095,575.4536013679133,0.01,0.3268463653615274,0.3268463653615274,0.6731536346384726
32,32000000,4677.511312217194,5386.5625,221,224,1338.499038562469,583.3349263269017,0.01,0.2116043798737092,0.2116043798737092,0.7883956201262908
33,33000000,5488.060606060606,5935.402843601896,165,211,1428.437362694958,570.6402431784749,0.01,0.262971615454267,0.262971615454267,0.737028384545733
34,34000000,5430.0,6065.11961722488,173,209,1454.5382060579543,561.2082738726252,0.01,0.2592921195221648,0.2592921195221648,0.7407078804778351
35,35000000,5863.354838709677,5692.616822429906,155,214,1278.1583724826403,555.4212075942646,0.01,0.2867552735327277,0.2867552735327277,0.7132447264672723
36,36000000,6403.989361702128,5666.190476190476,188,210,1388.958226850693,567.466500064946,0.01,0.3210171020439258,0.3210171020439258,0.6789828979560741
37,37000000,4498.078602620088,5412.0888888888885,229,225,1378.013309899642,576.0256217314302,0.01,0.200233125423498,0.200233125423498,0.799766874576502
38,38000000,5895.135135135135,5705.601851851852,185,216,1372.222004644698,579.287007940995,0.01,0.2887692978316889,0.2887692978316889,0.7112307021683111
39,39000000,6397.455621301775,5872.18009478673,169,211,1351.969233025584,580.9459421789627,0.01,0.3206030369341091,0.3206030369341091,0.6793969630658909
40,40000000,5901.228070175439,5967.5,171,200,1377.191578590317,576.9510473758249,0.01,0.2891554276228929,0.2891554276228929,0.7108445723771071
41,41000000,5963.903743315508,5694.210526315789,187,209,1322.8988499900215,582.0718493973079,0.01,0.2931273958817141,0.2931273958817141,0.7068726041182859
42,42000000,5871.306818181818,5694.6511627906975,176,215,1379.9822418974068,564.8825438079447,0.01,0.2872592172237281,0.2872592172237281,0.712740782776272
43,43000000,4830.225988700565,5688.064516129032,177,217,1422.2954387043142,563.2538652363337,0.01,0.2212824226813628,0.2212824226813628,0.7787175773186372
44,44000000,6496.994219653179,6086.280193236715,173,207,1363.15763698739,554.7261504647901,0.01,0.3269111327769054,0.3269111327769054,0.6730888672230946
45,45000000,5588.704663212436,5816.794258373206,193,209,1407.0289220006732,554.3193036043248,0.01,0.2693497679402031,0.2693497679402031,0.7306502320597968
46,46000000,4979.872611464968,5825.190476190476,157,210,1262.0960144031988,563.8847017530859,0.01,0.2307660326033757,0.2307660326033757,0.7692339673966242
47,47000000,6251.325966850829,5827.735849056604,181,212,1253.323224018528,567.2155741975348,0.01,0.3113423091258169,0.3113423091258169,0.688657690874183
48,48000000,5819.221556886228,6048.6057692307695,167,208,1255.419740099538,574.769979483535,0.01,0.2839583989914907,0.2839583989914907,0.7160416010085093
