iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
1,1000000,2087.049689440994,1571.5160349854227,322,343,1140.437163387989,486.3481310720884,0.8020009899999999,0.0474381120720551,0.0474381120720551,0.9525618879279448
2,2000000,2642.6591760299625,1988.498583569405,267,353,1186.066107964346,424.3191915789667,0.55450099,0.0826489544047633,0.0826489544047633,0.9173510455952368
3,3000000,3214.5175438596493,2414.2901234567903,228,324,1095.8527051952062,433.3166120610847,0.30700099,0.1188895430057764,0.1188895430057764,0.8811104569942235
4,4000000,3333.991769547325,2722.9538461538464,243,325,1134.906672214723,434.8171038367728,0.0595009899999999,0.1264610266198121,0.1264610266198121,0.8735389733801879
5,5000000,3357.838983050848,3218.990228013029,236,307,1131.3694971809875,441.0201710731741,0.01,0.1279723047657307,0.1279723047657307,0.8720276952342693
6,6000000,3747.3096446700506,3400.135135135135,197,296,1211.6850149743543,456.1978204130518,0.01,0.1526543708400171,0.1526543708400171,0.8473456291599828
7,7000000,4212.916666666667,3772.852112676057,216,284,1181.797536068786,492.6029372181175,0.01,0.1821614542074633,0.1821614542074633,0.8178385457925367
8,8000000,3490.692307692308,4092.910447761194,260,268,1282.4996920207966,579.3328398902528,0.01,0.1363916668900984,0.1363916668900984,0.8636083331099016
9,9000000,4305.087719298245,4269.770114942528,228,261,1310.3360837899818,492.4233227370653,0.01,0.1880026438922808,0.1880026438922808,0.8119973561077192
10,10000000,4637.799043062201,4198.745387453874,209,271,1234.4732445008267,476.3575057244539,0.01,0.2090876797783327,0.2090876797783327,0.7909123202216672
11,11000000,4471.0625,4482.307692307692,160,260,1183.660057123088,477.4719640907296,0.01,0.198521024113565,0.198521024113565,0.8014789758864349
12,12000000,4567.767441860465,4350.114503816794,215,262,1181.4077966600914,477.57388024206,0.01,0.2046495416116141,0.2046495416116141,0.7953504583883859
13,13000000,4765.529411764706,4596.798418972332,170,253,1209.7562845183154,487.8072859359849,0.01,0.2171823829503283,0.2171823829503283,0.7828176170496717
14,14000000,5190.645161290323,4663.9112903225805,186,248,1193.6601745536643,489.69993089610495,0.01,0.2441233981615591,0.2441233981615591,0.7558766018384409
15,15000000,5111.496598639455,4949.663865546218,147,238,1148.2729308831197,497.7689528476705,0.01,0.239107487476755,0.239107487476755,0.760892512523245
16,16000000,4414.066666666667,4998.724279835391,150,243,1169.3366988206578,488.2427200606376,0.01,0.194909006411272,0.194909006411272,0.805090993588728
17,17000000,4715.767195767196,4830.987654320988,189,243,1184.374086759645,496.3076501684195,0.01,0.2140287839137612,0.2140287839137612,0.7859712160862388
18,18000000,4798.801843317972,4902.157676348547,217,241,1196.676157238503,493.5401675025511,0.01,0.2192909688721424,0.2192909688721424,0.7807090311278575
19,19000000,4917.835051546392,5091.385281385282,194,231,1216.0371219531194,499.11916382921856,0.01,0.2268345037261251,0.2268345037261251,0.7731654962738749
