iteration,step,train_step_rate,train_episode_return,train_num_episodes,eval_episode_return,eval_num_episodes
1,100000,1869.7345770710983,165.56773511909591,2075.5,195.55494339313933,365
2,200000,1866.413410537798,223.11947808042655,1534.0,183.95377986991036,344
3,300000,1864.1963095647304,243.25593299279126,1475.25,183.18577653335788,332
4,400000,1834.2144323944863,278.91155313219446,1351.75,223.75480284904992,281
5,500000,1892.1237718398083,294.87449497699515,1262.0,211.67179698865115,266
6,600000,1885.2326970074319,299.75157375818515,1236.5,236.40238532443186,256
7,700000,1875.296278929857,314.53752692880755,1216.0,181.91914542332654,268
8,800000,1899.838330618132,320.72924084960783,1168.25,146.9327852161285,275
9,900000,1875.5282499566356,322.15101371413965,1147.25,206.97792772451436,268
10,1000000,1910.669219362836,331.897458947547,1100.25,233.68457132384015,258
11,1100000,1927.974981496519,347.0527496806324,1067.0,255.0678758188279,261
12,1200000,1931.905941505661,359.0426616775331,1045.75,260.9743190576343,251
13,1300000,1878.6363758010987,376.97744705437464,1018.0,280.8115082549891,247
14,1400000,1970.7019329333166,383.10341344035794,1013.25,269.37209459868694,255
15,1500000,1885.4565191658123,390.49271245588614,997.5,248.25385861206917,262
16,1600000,1942.0853985134977,405.8895528393253,972.25,305.5994695926382,239
17,1700000,1981.8423848202056,411.530255729382,962.25,291.3893012609953,237
18,1800000,1998.0633713930004,431.7406549833701,918.25,315.86486408776665,236
19,1900000,1953.6576070457631,458.847120704491,870.0,335.51415571511603,223
20,2000000,1893.9372612306674,504.58709603339605,799.5,337.56822493707466,214
21,2100000,1904.5505397243805,554.6180405110397,722.0,352.50746983525795,208
22,2200000,1928.2178466233242,627.2627264691954,646.25,321.60752173676553,211
23,2300000,1910.7960641359587,707.3097051060679,577.75,327.15414052925695,216
24,2400000,1986.035443272735,765.9846410882772,532.25,316.05092095242395,201
25,2500000,1933.1571424323533,852.91573860901,481.5,349.71453937086494,184
26,2600000,1900.8670336772223,928.575142309727,437.25,350.12292459240393,181
27,2700000,1944.2163028633595,1068.8751969341401,385.5,296.51179374035917,197
28,2800000,2003.3160834140758,1248.484320629499,329.5,297.8220574539332,186
29,2900000,1940.0807848557315,1406.4074121300032,300.5,386.48038929450473,156
30,3000000,1995.9532457472228,1804.8561379427372,239.0,400.32185472680294,149
31,3100000,1972.115967907946,2095.1295734569453,211.75,354.9405329881306,159
32,3200000,1971.9124558521312,1994.201000830848,223.25,374.41616013783704,158
33,3300000,1955.7226926984195,2192.017871842775,204.25,308.26358249689355,173
34,3400000,2031.7562174553736,2166.975724359111,208.0,352.8792245378456,160
35,3500000,1980.3776369104987,2304.3224165987035,199.0,302.6392167112031,176
36,3600000,2043.1104151959853,2440.357889974904,186.25,310.71489444378216,175
37,3700000,2034.5912740100125,2487.673314380798,178.5,287.713481733711,185
38,3800000,2029.5423233733788,2271.2282557318103,193.0,249.96986513905202,201
39,3900000,2039.518811017098,2153.110994640578,205.0,260.4845110136008,197
40,4000000,2050.8632075891355,2213.406525080163,205.0,255.51474443463695,203
41,4100000,1984.9133776005933,2194.170870787116,209.0,242.82354134107146,209
42,4200000,2047.3750873774009,2236.15007439533,208.75,269.7271206903168,185
43,4300000,1994.2420647951262,2383.6102332610803,198.5,296.0575865468169,188
44,4400000,1986.1799910934863,2439.4396212764786,195.25,329.0243929478472,178
45,4500000,1985.0686015843157,2444.6576496302264,198.25,318.1529633198329,191
46,4600000,1993.929330417292,2568.064833174096,192.0,335.08642036081034,180
47,4700000,1983.9267633427316,2328.423857755773,210.25,320.1342151645623,193
48,4800000,1979.4766442988375,2610.3018539915383,188.75,310.3904633184305,199
49,4900000,2042.1591942602263,2628.561365511703,192.5,305.5417334307456,199
50,5000000,1990.7042273195248,2714.8058775757972,185.5,301.4310640763101,204
51,5100000,2034.3003539840604,2570.999567246685,198.0,295.20283515123026,203
52,5200000,2036.122313839437,2537.0210524107424,203.25,259.945314004641,227
53,5300000,2072.176800224249,2718.873001151228,193.0,265.1768196646563,213
54,5400000,2063.679993840475,2863.740931575763,184.5,248.44733526870206,232
55,5500000,2066.0605552312645,3076.6048694080023,174.75,226.04526949291778,246
56,5600000,1981.439478004666,2798.1877777063532,187.0,205.56815885825276,252
57,5700000,2028.5459286504954,2747.7597716489863,191.75,231.24614216964036,223
58,5800000,1966.1555308581574,2856.001479978281,186.75,210.49328486279788,238
59,5900000,1993.4588042863422,2709.7982531994617,199.75,227.79824232406912,220
60,6000000,2000.690456025423,2831.0124645748233,189.5,226.6635264003013,227
61,6100000,1982.110276154775,2614.898487521831,206.25,221.72521158795487,230
62,6200000,1964.9222747002987,2798.452776023166,194.75,218.57531229712762,234
63,6300000,1904.7685802772644,2752.0421413634863,198.25,208.61174382636247,242
64,6400000,1979.8120875589866,2706.666308220912,201.25,242.44527476200207,217
65,6500000,2064.409333962327,2836.7238544072716,194.0,214.81766036648938,227
66,6600000,1972.9475520012415,2819.841834296469,194.5,224.9736565024797,214
67,6700000,2022.185740575235,2499.8935746236234,222.25,212.5940907709949,228
68,6800000,1981.9276116130675,2677.460269611738,208.0,215.22974917222194,222
69,6900000,1984.964005094622,2453.8304155803667,226.0,208.876687124397,222
70,7000000,2005.808278439645,2604.785989968103,216.0,193.41434768956566,241
71,7100000,1986.1202293524057,2572.7119840946048,214.5,181.0691024365782,252
72,7200000,2002.419972312633,2718.7591182763535,203.0,174.57628202568213,251
73,7300000,1969.7202189187342,2954.9091567924456,188.5,163.36278065428976,252
74,7400000,2014.4096591274692,2792.45822286593,193.0,155.88188434053257,253
75,7500000,1971.7442667197029,2802.502628688395,198.25,163.8508150637957,252
76,7600000,1998.2762908655181,2676.1213303068303,204.25,163.50192612389486,250
77,7700000,2007.6274198047217,2828.0789083439167,190.75,161.89724636435432,253
78,7800000,1985.6731575913643,2596.083492361723,211.25,166.3459963996643,251
