iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,199.51,25.42528735632184,100,783,31550.78352830884,4168.757292369352,0.8020099
2,40000,268.6621621621622,57.52312138728324,74,346,32077.916643641773,2187.595467042158,0.6040098999999999
3,60000,314.1587301587302,131.841059602649,63,151,31914.06262916894,2197.801551020761,0.4060099
4,80000,284.4927536231884,247.175,69,80,32093.346553747117,2198.712292902155,0.2080099
5,100000,259.1428571428572,259.15584415584414,77,77,31960.639322092546,2185.792479679919,0.0100098999999999
6,120000,234.68235294117648,235.18823529411765,85,85,31910.402787986408,2200.037139134971,0.01
7,140000,306.89230769230767,242.4878048780488,65,82,33199.161136892544,2183.993362410063,0.01
8,160000,302.90909090909093,123.25308641975307,66,162,32120.293273531173,2132.586500858404,0.01
9,180000,487.6585365853659,335.135593220339,41,59,33110.7362000789,2178.17672640211,0.01
10,200000,453.9318181818182,415.0416666666667,44,48,33455.99231305574,2190.583891200965,0.01
11,220000,492.675,341.3793103448276,40,58,33096.767732057495,2203.1622414405383,0.01
12,240000,498.375,493.275,40,40,33559.28565450524,2198.4695959144747,0.01
13,260000,467.6190476190476,427.9130434782609,42,46,33741.72221922574,2196.371736611514,0.01
14,280000,246.7037037037037,375.4038461538461,81,52,33568.21894495198,2178.943823557062,0.01
15,300000,445.4090909090909,450.6590909090909,44,44,33661.03976887909,2199.1212379705294,0.01
16,320000,386.9803921568628,460.6511627906977,51,43,33443.49369332178,2195.578660739362,0.01
17,340000,387.2549019607843,408.5625,51,48,33628.83636398052,2186.8932016499025,0.01
18,360000,373.4150943396226,465.8333333333333,53,42,33561.93643592815,2126.701543838993,0.01
19,380000,500.0,467.7619047619048,40,42,33657.51579394481,2071.5744181322825,0.01
20,400000,127.72435897435898,453.95454545454544,156,44,33911.23906119076,2009.393450209721,0.01
21,420000,489.25,378.21153846153845,40,52,32296.473722592604,1975.923699112724,0.01
22,440000,500.0,415.93617021276594,40,47,32476.256612868416,1904.593676718668,0.01
23,460000,500.0,444.6363636363636,40,44,32031.726271727275,1908.8637431646264,0.01
24,480000,500.0,450.54545454545456,40,44,31938.46454362237,1907.5080469050192,0.01
25,500000,500.0,451.9772727272728,40,44,31823.961505246574,1901.574423956491,0.01
26,520000,469.7380952380952,494.55,42,40,31971.388778608,1906.396765629117,0.01
27,540000,128.3483870967742,42.66452991452992,155,468,31266.5378489677,1971.1619573337225,0.01
28,560000,254.6025641025641,304.61538461538464,78,65,31587.49211753985,2110.4187531827324,0.01
29,580000,500.0,156.616,40,125,31712.891472419928,2115.8231682983755,0.01
30,600000,500.0,500.0,40,40,31663.36894259496,2118.922145576853,0.01
31,620000,500.0,410.4791666666667,40,48,31790.660585515823,2115.3368338916844,0.01
32,640000,498.625,500.0,40,40,31729.73001806387,2113.554436389277,0.01
33,660000,457.27906976744185,76.34482758620689,43,261,31632.680654247924,2105.4328852612616,0.01
34,680000,56.49152542372882,58.85545722713864,354,339,31358.529813788216,2106.414000953503,0.01
35,700000,376.622641509434,301.5076923076923,53,65,31389.268544285824,2104.7669849997887,0.01
36,720000,427.4130434782609,220.77777777777777,46,90,31695.902763998623,2102.35980829415,0.01
37,740000,500.0,450.6818181818182,40,44,31650.200314976624,2112.937117307416,0.01
38,760000,273.0,399.72,73,50,31458.99141941895,2127.8784534785696,0.01
39,780000,500.0,60.88957055214724,40,326,31930.703374433117,2126.199194777209,0.01
40,800000,172.3793103448276,485.3414634146341,116,41,31676.293620218075,2110.7426400114555,0.01
41,820000,455.3488372093023,38.2321083172147,43,517,31722.98137458832,2098.846432905078,0.01
42,840000,500.0,303.6461538461538,40,65,32029.16580960168,2113.720223708859,0.01
43,860000,495.7,491.975,40,40,31310.536574199243,1895.6162082878584,0.01
44,880000,186.3271028037383,363.8888888888889,107,54,31977.197495344582,1933.0126613138705,0.01
45,900000,500.0,339.58620689655174,40,58,32119.72424216361,1959.359283244376,0.01
46,920000,367.7037037037037,470.6904761904762,54,42,33271.79587143567,1977.2014867710243,0.01
47,940000,203.16326530612244,254.948717948718,98,78,31743.295423618983,1974.6480594982067,0.01
48,960000,500.0,325.3666666666667,40,60,31972.217013066376,2019.245375782001,0.01
49,980000,500.0,414.5833333333333,40,48,31811.647561176665,2036.542438361733,0.01
50,1000000,500.0,352.5178571428572,40,56,31395.18157207534,1930.956128474187,0.01
