iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,-200.0,-200.0,100,100,23903.86025171905,5043.476541833389,0.9010099
2,40000,-200.0,-200.0,100,100,19363.461427700426,2880.7037367028734,0.7030099000000001
3,60000,-200.0,-200.0,100,100,19594.27045505181,2880.0467925580106,0.5050099
4,80000,-200.0,-200.0,100,100,19571.96189788465,2882.4392755822446,0.3070099
5,100000,-200.0,-200.0,100,100,19311.027196718835,2872.958743330656,0.1090099
6,120000,-200.0,-200.0,100,100,19447.51806525049,2877.993238538545,0.01
7,140000,-200.0,-199.9,100,100,19403.544680092236,2878.1949747441736,0.01
8,160000,-200.0,-200.0,100,100,19487.704249081475,2846.826427894525,0.01
9,180000,-200.0,-199.39,100,100,20587.00751526404,2827.7069001355244,0.01
10,200000,-200.0,-200.0,100,100,21789.142223988787,2822.292573189404,0.01
11,220000,-200.0,-199.91,100,100,19539.544231226944,2824.061534462951,0.01
12,240000,-200.0,-200.0,100,100,19368.783977967407,2809.473202456312,0.01
13,260000,-200.0,-199.91,100,100,19403.043386559108,2808.5141011000783,0.01
14,280000,-200.0,-199.94,100,100,19384.085117160343,2812.13205862018,0.01
15,300000,-200.0,-200.0,100,100,19404.90854419371,2803.7618859959653,0.01
16,320000,-200.0,-200.0,100,100,19399.694006298763,2800.8838095871656,0.01
17,340000,-200.0,-200.0,100,100,22432.05845151186,2794.028302354199,0.01
18,360000,-200.0,-199.76,100,100,19412.26809510708,2784.1709174862945,0.01
19,380000,-200.0,-200.0,100,100,19515.597176044037,2755.8950558476013,0.01
20,400000,-200.0,-199.55,100,100,19378.25472382466,2776.3501831408144,0.01
21,420000,-200.0,-199.25,100,100,23716.18197109045,2789.832199049036,0.01
22,440000,-200.0,-199.22,100,100,23975.315944947677,2745.392270710828,0.01
23,460000,-200.0,-198.58,100,100,24151.327134384872,2761.680198969929,0.01
24,480000,-200.0,-200.0,100,100,24062.186391507865,2767.076373161074,0.01
25,500000,-200.0,-196.3564356435644,100,101,23923.47061655093,2761.52465184403,0.01
26,520000,-200.0,-198.72,100,100,24057.30601372586,2762.5914263280342,0.01
27,540000,-200.0,-197.40594059405944,100,101,23860.96449824134,2762.4432527028484,0.01
28,560000,-191.30769230769232,-196.6633663366337,104,101,25546.09673856251,2959.0340548642985,0.01
29,580000,-200.0,-194.18627450980392,100,102,25742.284534375573,2929.3396127431947,0.01
30,600000,-200.0,-196.6633663366337,100,101,25638.72354660175,2927.700763405528,0.01
31,620000,-200.0,-197.5049504950495,100,101,25479.84572294828,2937.6982647877226,0.01
32,640000,-199.6,-196.88118811881188,100,101,25418.37007184439,2943.8985637121427,0.01
33,660000,-170.39316239316238,-181.3090909090909,117,110,25507.50406028209,2945.240615042899,0.01
34,680000,-199.36,-174.9561403508772,100,114,25470.465477248057,2955.8759298726764,0.01
35,700000,-200.0,-196.7920792079208,100,101,25449.33534168425,2980.2805990929,0.01
36,720000,-149.66917293233084,-172.84347826086957,133,115,25645.503444554088,2975.441102050745,0.01
37,740000,-159.896,-157.2992125984252,125,127,25475.451049721083,2970.350108389003,0.01
38,760000,-159.98387096774192,-172.4695652173913,124,115,25290.996658479413,2963.573601815637,0.01
39,780000,-158.37301587301587,-166.56666666666666,126,120,25642.81462185129,2968.26046270428,0.01
40,800000,-170.35897435897436,-173.37391304347827,117,115,25545.42160591383,2988.91677901103,0.01
41,820000,-164.74380165289256,-170.05128205128204,121,117,25486.105148774852,2973.6268072039643,0.01
42,840000,-200.0,-161.260162601626,100,123,25626.16522492736,2968.0415736231507,0.01
43,860000,-149.95488721804512,-150.6590909090909,133,132,25498.75130447229,2959.997945737777,0.01
44,880000,-164.56198347107437,-159.688,121,125,25542.2079795405,2958.047279555576,0.01
45,900000,-154.78125,-149.9699248120301,128,133,25881.653713281423,2960.3056768065926,0.01
46,920000,-146.78676470588235,-156.1023622047244,136,127,25304.51375943568,3436.136683724702,0.01
47,940000,-154.58139534883722,-152.38931297709922,129,131,25375.1289365806,3423.880026202888,0.01
48,960000,-152.22137404580153,-152.12977099236642,131,131,25615.963343738284,3415.804828551022,0.01
49,980000,-134.55405405405406,-140.66197183098592,148,142,25558.161657410437,3400.190355406882,0.01
50,1000000,-142.80714285714285,-141.45,140,140,25600.33004356245,3405.5589172507225,0.01
