iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes
1,20000,129.19480519480518,42.3034188034188,154,468
2,40000,232.4823529411765,178.46428571428572,85,112
3,60000,284.8260869565217,255.8205128205128,69,78
4,80000,316.3809523809524,305.9846153846154,63,65
5,100000,332.6666666666667,314.4920634920635,60,63
6,120000,398.6326530612245,359.92727272727274,49,55
7,140000,424.4565217391304,371.2830188679245,46,53
8,160000,396.7,405.3877551020408,50,49
9,180000,398.8,419.3617021276596,50,47
10,200000,425.6739130434783,434.1333333333333,46,45
11,220000,458.953488372093,414.5208333333333,43,48
12,240000,409.2708333333333,434.10869565217394,48,46
13,260000,430.82608695652175,420.3191489361702,46,47
14,280000,421.3404255319149,431.60869565217394,47,46
15,300000,442.53333333333336,443.6666666666667,45,45
16,320000,442.1777777777778,449.09090909090907,45,44
17,340000,465.0238095238095,450.6818181818182,42,44
18,360000,459.3488372093023,466.1666666666667,43,42
19,380000,473.4761904761905,468.6666666666667,42,42
20,400000,448.6136363636364,476.4146341463415,44,41
21,420000,478.5365853658537,462.6976744186047,41,43
22,440000,463.27906976744185,470.3809523809524,43,42
23,460000,456.0232558139535,461.30232558139534,43,43
24,480000,464.9302325581396,458.2558139534884,43,43
25,500000,486.9268292682927,482.5121951219512,41,41
26,520000,459.8837209302326,457.5348837209302,43,43
27,540000,480.3170731707317,481.9268292682927,41,41
28,560000,473.07142857142856,467.9047619047619,42,42
29,580000,492.825,475.5952380952381,40,42
30,600000,485.3170731707317,493.35,41,40
31,620000,482.1219512195122,496.725,41,40
32,640000,492.275,481.2926829268293,40,41
33,660000,498.525,497.675,40,40
34,680000,484.5121951219512,494.975,41,40
35,700000,441.7111111111111,474.3095238095238,45,42
36,720000,482.0243902439024,481.9756097560976,41,41
37,740000,495.65,478.1219512195122,40,41
38,760000,452.20454545454544,476.0238095238095,44,42
39,780000,453.6363636363636,458.04651162790697,44,43
40,800000,482.0487804878049,471.3809523809524,41,42
41,820000,495.175,482.0975609756098,40,41
42,840000,492.225,493.325,40,40
43,860000,495.2,488.975,40,40
44,880000,493.825,488.825,40,40
45,900000,496.825,487.5121951219512,40,41
46,920000,495.125,500.0,40,40
47,940000,489.775,482.5121951219512,40,41
48,960000,489.3,482.4390243902439,40,41
49,980000,496.65,486.9024390243902,40,41
50,1000000,498.8,488.8,40,40
