datetime,black,white,game,game_result,game_length
2023-05-31 17:20:02,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,0,W+5.5,162
2023-05-31 17:19:45,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,1,W+0.5,89
2023-05-31 17:19:41,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,2,W+0.5,88
2023-05-31 17:19:46,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,3,W+2.5,108
2023-05-31 17:19:42,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,4,W+5.5,94
2023-05-31 17:19:39,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,5,W+4.5,72
2023-05-31 17:20:07,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,6,W+5.5,162
2023-05-31 17:19:44,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,7,B+3.5,91
2023-05-31 17:19:34,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,8,W+2.5,58
2023-05-31 17:19:43,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,9,W+3.5,76
2023-05-31 17:19:54,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,10,W+0.5,99
2023-05-31 17:19:50,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,11,W+5.5,101
2023-05-31 17:19:48,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,12,B+8.5,93
2023-05-31 17:19:35,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,13,B+3.5,63
2023-05-31 17:20:23,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,14,W+5.5,162
2023-05-31 17:19:41,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,15,W+5.5,80
2023-05-31 17:20:05,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,16,W+5.5,92
2023-05-31 17:19:47,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,17,B+1.5,41
2023-05-31 17:20:08,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_151000.ckpt,18,W+13.5,75
