iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,182.12844036697248,24.420537897310517,109,818,31571.97275406871,4094.4800937701752,0.8020099
2,40000,279.5492957746479,49.8175,71,400,31848.47595822232,2147.5892066466427,0.6040098999999999
3,60000,319.0483870967742,124.13664596273291,62,161,31807.493921909005,2172.2162217349774,0.4060099
4,80000,273.6849315068493,247.375,73,80,30989.18269122248,2161.433029951875,0.2080099
5,100000,237.98809523809524,255.8717948717949,84,78,33573.19303816094,2282.400838077678,0.0100098999999999
6,120000,203.8762886597938,199.979797979798,97,99,33456.472724998595,2282.481962838367,0.01
7,140000,499.65,251.3589743589744,40,78,33429.3901788104,2269.3577393816827,0.01
8,160000,469.7619047619048,292.9264705882353,42,68,33445.925697600615,2268.3877942914523,0.01
9,180000,116.5672514619883,369.94444444444446,171,54,33371.25130639332,2227.548992799441,0.01
10,200000,465.3095238095238,316.51612903225805,42,62,33492.91563291372,2223.9964353945056,0.01
11,220000,486.0243902439024,411.5833333333333,41,48,33248.67561091104,2232.1372332033343,0.01
12,240000,479.3170731707317,372.622641509434,41,53,33211.04153283616,2218.566999483516,0.01
13,260000,127.0828025477707,219.3956043956044,157,91,33247.99227593049,2220.3438902366515,0.01
14,280000,500.0,285.1449275362319,40,69,33465.09942934942,2207.152289862992,0.01
15,300000,474.4285714285714,472.5952380952381,42,42,33734.34507537357,2195.806411980942,0.01
16,320000,500.0,469.07142857142856,40,42,33617.0062383501,2208.967518308032,0.01
17,340000,191.375,449.6136363636364,104,44,31848.32051361092,1511.5132286086914,0.01
18,360000,492.1,346.10526315789474,40,57,34456.61312087609,2098.176245610336,0.01
19,380000,499.325,482.9024390243902,40,41,33557.29640742052,2160.7432133065054,0.01
20,400000,135.00680272108843,461.6976744186047,147,43,33411.56283243382,2067.868728153337,0.01
21,420000,500.0,452.6818181818182,40,44,33507.6074608108,2049.1947677633466,0.01
22,440000,500.0,445.54545454545456,40,44,33471.6499618425,1984.8631964695564,0.01
23,460000,500.0,454.4772727272728,40,44,33913.4995971302,1982.451602477422,0.01
24,480000,500.0,482.8292682926829,40,41,33762.24769004089,1966.43917664658,0.01
25,500000,471.5,459.6279069767442,42,43,33485.28509237387,1983.1904519478244,0.01
26,520000,494.325,462.5348837209302,40,43,33682.132983994285,1973.9555273370204,0.01
27,540000,494.75,443.3181818181818,40,44,33487.99204325476,2004.082404438249,0.01
28,560000,390.5098039215686,450.1818181818182,51,44,33557.32208235112,1995.1225259559403,0.01
29,580000,500.0,457.90697674418607,40,43,33465.48647571728,1987.646477800915,0.01
30,600000,500.0,470.9047619047619,40,42,33585.31003256997,1975.5065225615367,0.01
31,620000,500.0,434.8444444444444,40,45,33524.97224392695,1971.109585181876,0.01
32,640000,486.9268292682927,477.219512195122,41,41,33292.245154104035,1973.6351299860848,0.01
33,660000,500.0,451.9772727272728,40,44,33645.78621679211,1977.766508618024,0.01
34,680000,500.0,479.4146341463415,40,41,33719.57686793846,1976.85197646356,0.01
35,700000,500.0,469.6904761904762,40,42,33668.459357808824,1972.0182085465217,0.01
36,720000,500.0,475.4047619047619,40,42,33743.91762510165,1964.901596463166,0.01
37,740000,492.4,455.3720930232558,40,43,33721.11991777863,1963.3099867180483,0.01
38,760000,500.0,486.6829268292683,40,41,33510.84367925044,1960.524204828558,0.01
39,780000,500.0,460.6744186046512,40,43,33379.41951901419,1967.537304327525,0.01
40,800000,500.0,460.3953488372093,40,43,33294.14130137854,1963.925984365424,0.01
41,820000,500.0,474.2857142857143,40,42,33618.266350552614,1954.653801165584,0.01
42,840000,500.0,492.975,40,40,33458.70662019332,1955.980922205116,0.01
43,860000,500.0,52.588235294117645,40,374,33265.96343683682,2076.60586255854,0.01
44,880000,500.0,500.0,40,40,33268.52087625665,2221.911701914863,0.01
45,900000,334.5762711864407,434.0652173913044,59,46,34080.5777186871,2204.375384549694,0.01
46,920000,500.0,488.5,40,40,33513.68533184133,2192.7323252494016,0.01
47,940000,202.8877551020408,347.2105263157895,98,57,33452.989267707875,2208.719510481643,0.01
48,960000,13.211500330469269,52.74142480211082,1513,379,32629.33988084798,2220.874328187895,0.01
49,980000,485.2926829268293,165.25833333333333,41,120,33638.30895046968,2212.637881793533,0.01
50,1000000,248.9625,312.6984126984127,80,63,33579.841099958474,2208.347143503625,0.01
