iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
1,1000000,2203.7450199203186,1541.2753623188405,251,345,1296.4309228355862,384.6054766623415,0.8200008999999999,0.0548334877480476,0.0548334877480476,0.9451665122519524
2,2000000,2248.862559241706,1971.6666666666667,211,336,1296.284314030966,286.250423392819,0.5950008999999999,0.0576927379981435,0.0576927379981435,0.9423072620018564
3,3000000,1911.5254237288136,2021.3333333333333,295,345,1303.3906291363096,267.5190579457885,0.3700008999999999,0.0363145488595211,0.0363145488595211,0.9636854511404788
4,4000000,2212.935483870968,2123.930817610063,310,318,1299.6116067821,268.0980585212055,0.1450009,0.0554159183669297,0.0554159183669297,0.9445840816330704
5,5000000,3464.6938775510203,2607.518248175182,196,274,1350.7737704262345,263.61518339997974,0.1,0.1347440589087753,0.1347440589087753,0.8652559410912246
6,6000000,2901.4507772020725,2927.1875,193,256,1359.8217520957328,274.2118969107853,0.1,0.0990494487912844,0.0990494487912844,0.9009505512087156
7,7000000,3141.220657276995,3071.0526315789475,213,247,1363.91730751419,274.54339347688,0.1,0.1142444727194774,0.1142444727194774,0.8857555272805225
8,8000000,715.4909819639279,3413.760683760684,499,234,1375.2158359527714,289.69495200556577,0.1,-0.0394821773843323,-0.0394821773843323,1.0394821773843324
9,9000000,3978.22695035461,3267.6890756302523,141,238,1368.6534016376058,272.7666264805571,0.1,0.1672883773474831,0.1672883773474831,0.8327116226525169
10,10000000,2861.5662650602408,3334.1964285714284,166,224,1358.376301162918,274.69635619890005,0.1,0.0965218330783764,0.0965218330783764,0.9034781669216236
11,11000000,4062.6666666666665,3678.2464454976302,135,211,1398.1355293520742,267.1540780650508,0.1,0.1726396062401639,0.1726396062401639,0.827360393759836
12,12000000,4331.240310077519,3847.323943661972,129,213,1359.937609902384,268.44287752270725,0.1,0.1896600215518564,0.1896600215518564,0.8103399784481435
13,13000000,3550.342857142857,2782.956204379562,175,274,1322.772542778564,278.2665528981715,0.1,0.1401719228836691,0.1401719228836691,0.8598280771163309
14,14000000,4385.78431372549,2647.3992673992675,204,273,1366.901640898133,270.19752723513346,0.1,0.1931166585586039,0.1931166585586039,0.8068833414413961
15,15000000,4847.6,3168.228346456693,200,254,1405.0770353319183,269.36467771619306,0.1,0.2223834722266231,0.2223834722266231,0.7776165277733769
16,16000000,3360.598802395209,2998.7747035573125,167,253,1252.5086220107496,268.36297424788654,0.1,0.1281472038020982,0.1281472038020982,0.8718527961979017
17,17000000,4770.661764705882,2944.4357976653696,136,257,1409.561357177438,271.0922969104726,0.1,0.2175076374223443,0.2175076374223443,0.7824923625776556
18,18000000,4674.224137931034,3042.0481927710844,116,249,1374.8151992362875,273.1994650811362,0.1,0.2113960605805655,0.2113960605805655,0.7886039394194344
19,19000000,4319.933774834437,2922.159090909091,151,264,1372.789661778097,273.3098001115155,0.1,0.1889434883763387,0.1889434883763387,0.8110565116236612
20,20000000,4681.830985915493,3111.027667984189,142,253,1420.2258713665683,278.3416993633232,0.1,0.2118781321281088,0.2118781321281088,0.7881218678718912
21,21000000,4951.166666666667,2953.7450199203186,120,251,1382.975915806525,271.54701096525747,0.1,0.2289468403096845,0.2289468403096845,0.7710531596903155
22,22000000,2508.133333333333,3112.992125984252,150,254,1367.533088995624,265.6340085679391,0.1,0.074123599184596,0.074123599184596,0.925876400815404
23,23000000,4208.639455782313,2882.744360902256,147,266,1242.8536993338173,282.07044900228067,0.1,0.1818903929644357,0.1818903929644357,0.8181096070355642
24,24000000,2220.890688259109,3177.1020408163267,247,245,1259.6704236149048,278.77948162265704,0.1,0.0559200664317063,0.0559200664317063,0.9440799335682936
25,25000000,3935.661375661376,3085.8661417322837,189,254,1257.3063368302144,272.3930458952697,0.1,0.164590853681129,0.164590853681129,0.835409146318871
26,26000000,4739.618320610687,3442.7272727272725,131,242,1308.7903797277795,284.6919374759924,0.1,0.2155403099344521,0.2155403099344521,0.7844596900655478
27,27000000,4125.510204081633,3145.2490421455936,147,261,1341.5241576383123,259.03446449123106,0.1,0.1766222126228101,0.1766222126228101,0.8233777873771899
28,28000000,4859.398907103825,3343.684210526316,183,247,1316.792039127927,260.6011394330198,0.1,0.2231312086633813,0.2231312086633813,0.7768687913366187
29,29000000,5089.7206703910615,3251.2156862745096,179,255,1348.4318942750328,262.8696164763865,0.1,0.23772747364562,0.23772747364562,0.7622725263543799
30,30000000,4016.934306569343,3579.9173553719006,137,242,1369.6458065421384,280.5733795576617,0.1,0.1697413927291322,0.1697413927291322,0.8302586072708678
31,31000000,4493.478260869565,2816.280701754386,161,285,1315.3866134541115,280.7474599835609,0.1,0.1999415862904125,0.1999415862904125,0.8000584137095874
32,32000000,3697.0,2659.9307958477507,160,289,1351.4587050489715,287.2283790388981,0.1,0.1494660794068253,0.1494660794068253,0.8505339205931747
33,33000000,5076.176470588235,2929.333333333333,170,270,1372.127337345898,289.78081169856074,0.1,0.236869132139056,0.236869132139056,0.763130867860944
34,34000000,3552.043795620438,3515.7916666666665,137,240,1283.7402121161176,289.3524995218748,0.1,0.1402797170772481,0.1402797170772481,0.8597202829227518
35,35000000,2982.8735632183907,3330.944881889764,174,254,1356.18507783435,281.43590309474627,0.1,0.1042094846616426,0.1042094846616426,0.8957905153383573
36,36000000,3221.092896174863,3329.6062992125985,183,254,1367.7184077593874,263.2914740454305,0.1,0.1193062452026276,0.1193062452026276,0.8806937547973723
37,37000000,5992.616279069767,3915.714285714286,172,231,1314.0517740647206,263.7786597036583,0.1,0.2949470058664575,0.2949470058664575,0.7050529941335424
38,38000000,4849.0625,3741.30081300813,128,246,1417.1021296120225,259.7737597818768,0.1,0.2224761557717291,0.2224761557717291,0.7775238442282708
