iteration,step,train_step_rate,train_episode_return,train_num_episodes,eval_episode_return,eval_num_episodes
1,100000,2304.9480131216765,-206.0871340795928,627,-69.89412701359802,85
2,200000,2294.342818209229,413.27875641845844,116,498.0449315386784,22
3,300000,2003.713647030818,644.587656819299,108,695.8335853472291,23
4,400000,2138.280417494073,753.1811010763837,119,703.6435852816504,23
5,500000,2141.249759237787,886.1588195615118,120,775.5898807210752,24
6,600000,2149.4441190688026,907.9866459782185,121,919.2516350465586,24
7,700000,2371.067107837209,950.8272852292429,126,1196.891857196678,22
8,800000,2189.5629605162662,946.8104152340657,129,1235.0692456526815,22
9,900000,2129.445400949329,1233.9937984257078,116,888.16468124363,26
10,1000000,2313.3027012084976,1136.8573587203164,131,545.5658904068687,31
11,1100000,2257.574776659031,1063.9218243870137,131,766.6025379793747,27
12,1200000,2120.5917137834194,1052.3665013322016,129,1185.8836428931284,22
13,1300000,2218.6853170784325,1031.3583977444741,119,1375.072968964323,24
14,1400000,2197.3814087621204,1158.3175163243504,125,1164.3498063034563,27
15,1500000,2056.9655278612804,1191.609401369744,116,1177.856440394614,24
16,1600000,2414.3949227583958,1294.356928764241,120,1079.3219769109473,29
17,1700000,2267.779733669625,1450.243307033388,112,1589.082935207881,20
18,1800000,2320.9074058982815,1549.8259741255831,105,1512.0464638789638,22
19,1900000,2299.6995875443863,1379.1612165309166,110,1639.8719109892063,21
20,2000000,2168.242137559817,1497.2556174074223,113,1547.0487287935016,23
21,2100000,2414.8557072098943,1439.0594531770407,110,1469.9077111111708,23
22,2200000,2206.1712295035513,1270.4672830522638,113,1414.1514307905377,21
23,2300000,2292.1551604722013,1406.5858340096738,111,1058.5293299121693,22
24,2400000,2357.1797497836023,1234.3621288765596,117,1311.3310964614548,26
25,2500000,2203.0451223949954,1312.7596628406027,114,1279.5548252904498,26
26,2600000,2173.2875976371834,1379.4201203262023,116,871.9721563895284,23
27,2700000,2038.0814915609983,1242.2284270528132,117,1425.5714195871603,26
28,2800000,2225.925182763087,1291.0185868994092,123,1419.4302845644745,23
29,2900000,2244.3025241538703,1178.4168873433553,116,1350.7031461557367,22
30,3000000,2229.4997134164205,1035.963511667102,124,1185.4969868130006,26
31,3100000,2129.9976580362454,900.5909289378699,131,805.2747600075886,25
32,3200000,2276.308444196023,1050.245372839484,124,1142.7346750875402,24
33,3300000,2210.0091071139313,963.0828863281631,134,1109.3106306745324,26
34,3400000,2139.1232449260324,1149.9191546759482,128,1275.43509615567,23
35,3500000,2269.480579035028,937.5281768739505,134,1212.6432127170674,22
36,3600000,1984.741429441874,1114.7098680965642,128,1151.2306625694027,27
37,3700000,1963.8955940166782,1181.231126619227,127,1397.5655914458175,24
38,3800000,2512.3434495137517,1244.045618273174,126,1442.8560378149148,24
39,3900000,2626.5731521324888,1288.5098432727375,123,1499.0717763515343,24
40,4000000,2673.834991529954,1191.672396458041,139,1354.3765491713325,26
