iteration,step,total_step,train_step_rate,train_episode_return,train_episode_visited_rooms,train_num_episodes,eval_episode_return,eval_episode_visited_rooms,eval_num_episodes
30,7680000,245760000,70.49713207829846,3574.4883039640335,7.220318832028952,39.21875,3516.6666666666665,6.5,18
31,7936000,253952000,73.48964059715726,3571.3805562431844,7.273129562047498,37.4375,3138.8888888888887,6.222222222222222,18
32,8192000,262144000,70.89017284378652,3570.91727243441,7.17132832609264,36.21875,2820.0,5.666666666666667,15
33,8448000,270336000,71.4504784508494,3585.1755613921064,7.332410197965586,37.4375,1900.0,4.7272727272727275,11
34,8704000,278528000,71.99615130986096,3529.705163024849,7.092312584988758,36.96875,3286.6666666666665,6.266666666666667,15
35,8960000,286720000,69.7616076590584,3546.002783977423,7.273383221790269,38.375,2400.0,6.428571428571429,14
36,9216000,294912000,70.2919686363598,3573.536498967029,7.183622918797344,36.28125,1120.0,3.5,10
37,9472000,303104000,70.68155864283904,6228.650322624547,7.930939762477511,45.78125,6396.2962962962965,7.851851851851852,27
38,9728000,311296000,69.0873311108056,6497.331618675602,8.03819200261188,54.65625,6700.0,8.10344827586207,29
39,9984000,319488000,70.55182129277185,6443.333567021089,8.132751762697358,51.84375,6700.0,8.0625,16
40,10240000,327680000,70.63197045170006,6458.462894012779,8.045208878668173,50.71875,6584.615384615385,8.038461538461538,26
41,10496000,335872000,70.04460168495993,6451.2205248373,7.973489917788105,53.40625,4535.714285714285,6.571428571428571,14
42,10752000,344064000,70.78953784847656,6496.8928561253215,8.060426491671535,53.0,6700.0,8.272727272727273,22
43,11008000,352256000,70.57683335875606,6527.907840146179,8.299315057608695,43.5,4900.0,7.25,12
44,11264000,360448000,70.24065864230265,6439.319966793083,8.692718156076392,36.125,6700.0,9.0,19
45,11520000,368640000,70.56891797791411,6453.769294776311,8.67044645938974,37.65625,6700.0,8.6875,16
46,11776000,376832000,70.63780859260564,6397.638176746266,8.716416408892904,37.6875,6700.0,8.947368421052632,19
47,12032000,385024000,70.68015504585034,6462.038766201956,8.742533289131774,37.1875,4381.25,6.75,16
48,12288000,393216000,70.7475251564933,6428.415473674415,8.656451822587924,39.0,6700.0,9.0,17
49,12544000,401408000,70.55297014082146,6486.531063475322,8.795632994776646,37.375,6700.0,9.066666666666666,15
50,12800000,409600000,70.62877284080847,6388.907653438293,8.688953911984274,36.6875,5738.461538461538,8.0,13
51,13056000,417792000,70.713009028345,6332.539829941719,8.775388705094901,37.03125,4916.666666666667,7.583333333333333,12
52,13312000,425984000,70.48882233067204,6441.151769248127,8.767648346638737,36.6875,4846.153846153846,7.153846153846154,13
53,13568000,434176000,70.82130329228525,6187.565258958123,8.465335146978862,35.875,6250.0,8.714285714285714,14
54,13824000,442368000,70.29460099066556,6559.8348946089645,9.033895965763383,34.46875,6700.0,9.31578947368421,19
55,14080000,450560000,70.60257574585368,6542.7889001274125,8.940937322442965,35.46875,6469.2307692307695,8.76923076923077,13
56,14336000,458752000,70.70266401171766,6416.778329424698,8.662297807698838,36.96875,6550.0,8.75,20
57,14592000,466944000,70.38055156527435,6394.283632109162,8.737550310223787,36.21875,6318.75,8.625,16
58,14848000,475136000,70.71663991376947,6478.465733508804,8.700610852961876,36.8125,6533.333333333333,8.61111111111111,18
59,15104000,483328000,70.74877702532675,6394.210988028263,8.664630853974352,36.59375,6533.333333333333,8.944444444444445,18
60,15360000,491520000,70.47240743568214,6322.962824196271,8.546622039957121,36.90625,5861.111111111111,8.166666666666666,18
61,15616000,499712000,70.79334516930756,6504.2244034175565,8.762659727544824,35.96875,5693.333333333333,7.933333333333334,15
62,15872000,507904000,70.73192450568115,6429.367031462432,8.67929286395226,35.03125,6545.0,8.8,20
63,16128000,516096000,70.87617977046921,6482.893171436672,8.782716304359433,35.53125,6700.0,9.0,26
64,16384000,524288000,70.81415604232014,6499.710234932516,8.94610666632706,35.96875,4084.6153846153848,6.461538461538462,13
65,16640000,532480000,70.57134690847417,6515.923887966532,8.859266026312074,35.03125,6700.0,9.0,19
66,16896000,540672000,70.39477154012037,6397.988002267643,8.701009733362135,35.6875,6512.5,8.8125,16
67,17152000,548864000,70.89143979026753,6529.974902118818,8.814473737483553,35.59375,6700.0,9.0,18
68,17408000,557056000,70.20892725860892,6434.069968483668,8.853707883411104,36.3125,5407.142857142857,7.928571428571429,14
69,17664000,565248000,70.87287927062819,6519.966859756364,8.96951864122623,34.28125,6700.0,9.35,20
70,17920000,573440000,70.70058960792858,6539.212524356686,8.934297239581621,34.96875,5493.333333333333,7.933333333333334,15
71,18176000,581632000,70.2592552170278,6456.913285897241,8.719288097887404,36.40625,6347.058823529412,8.588235294117647,17
72,18432000,589824000,70.75952541034434,6518.00439527753,8.564347140728977,37.375,6700.0,9.0,16
73,18688000,598016000,70.77439511825943,6508.353968134532,8.865412169783253,33.34375,5700.0,8.0,12
74,18944000,606208000,70.72329249655309,6422.164753966455,8.765339485651808,32.78125,5886.666666666667,8.2,15
75,19200000,614400000,70.73496241667934,6464.581055043226,8.879571731816702,32.15625,5466.666666666667,7.266666666666667,15
76,19456000,622592000,70.98018662804589,6459.727175866133,8.704230955517755,35.75,6264.285714285715,8.428571428571429,14
77,19712000,630784000,69.80513160016523,6378.929806137629,8.66105178005167,33.65625,6347.058823529412,8.647058823529411,17
