iteration,step,train_step_rate,train_episode_return,train_num_episodes,eval_episode_return,eval_num_episodes
1,100000,2263.874032793302,-128.853211063227,451.75,176.05287406107283,28
2,200000,2214.014254556105,617.4979380114391,103.25,626.6781190714381,22
3,300000,2236.4927894243583,813.2091056975044,108.75,658.1805913824588,27
4,400000,2269.695143874009,996.4694384311265,117.5,924.7572105627172,25
5,500000,2248.700338300325,1079.582199155217,117.75,1078.0117553856908,25
6,600000,2261.6610621131035,1193.897635096243,118.5,1117.2682762924278,27
7,700000,2270.4648682428096,1266.0482808707231,124.5,1196.6846082223485,28
8,800000,2360.555832659297,1405.1493927565225,127.5,1073.8061396373446,28
9,900000,2266.3681427302768,1676.554555219322,118.25,1633.6603313085036,26
10,1000000,2357.575628871515,2058.7318211830966,113.25,1655.066687095367,29
11,1100000,2344.3649321172775,2382.552637153192,112.5,1823.9951082153113,23
12,1200000,2350.8120591843767,2428.8375335266296,107.0,2236.91097262223,24
13,1300000,2327.1356639518344,2263.731272996101,116.25,2113.3724101135736,22
14,1400000,2394.1824683951063,2489.1520602891665,109.75,2117.800422704469,22
15,1500000,2260.560935853006,2569.5654357568783,109.5,2048.8278535958007,26
16,1600000,2349.1974875932674,2395.118517350531,111.5,2291.9733904751697,24
17,1700000,2284.817247570288,2337.102862933529,115.5,1567.0277203931817,28
18,1800000,2322.873521139601,2185.1047078422794,121.25,1846.2919067960684,27
19,1900000,2386.9410028499915,2184.13677551426,116.75,2131.565806989392,25
20,2000000,2287.822116242714,2291.366079648054,113.0,2271.724335721067,24
21,2100000,2283.22748304799,2156.056494150155,119.25,1858.9183393326564,25
22,2200000,2294.7354558816505,2196.022536041134,112.25,2047.7289766270703,22
23,2300000,2272.155379809282,2187.7518675463375,112.75,2031.137414002789,25
24,2400000,2267.447470547741,2177.81924730959,111.5,2333.800974210813,21
25,2500000,2369.131427155802,2256.732115503485,109.25,2024.2803278801518,25
26,2600000,2252.6181938136874,2323.0162892226176,109.25,2378.3303879299547,22
27,2700000,2272.947538890526,2235.736586325817,108.75,2305.115231852318,21
28,2800000,2294.570265116383,2189.4186097296347,108.5,2428.3162851747293,21
29,2900000,2377.318634932683,2271.380713575523,108.5,1987.959812448073,25
30,3000000,2266.2309572776767,2205.212870731851,108.5,2285.4872541705427,22
31,3100000,2354.586898226463,2038.3170983836042,110.25,1984.1457531076499,23
32,3200000,2355.091674608779,2081.6159392895024,106.75,2005.6412939593733,21
33,3300000,2220.486063340697,2042.9759292280783,108.25,2202.292054848516,21
34,3400000,2303.951442325819,1931.8319905461562,115.0,2156.6756322621363,22
35,3500000,2275.477522928674,2068.829096584806,109.5,2152.7609521029094,22
36,3600000,2314.2266236715136,2102.6153531314885,111.75,2246.0643795021397,23
37,3700000,2323.214709515686,2140.4820193326223,113.0,1874.9740976605128,24
38,3800000,2325.8117238178534,2167.9822939841592,114.75,2471.1249734565126,21
39,3900000,2264.207833700135,2263.2179915581432,114.0,2437.138097165907,23
40,4000000,2324.166557611533,2420.3801874688343,110.5,2435.110070924496,23
