iteration,step,train_episode_return,train_num_episodes,train_step_rate,train_exploration_epsilon
1,20000,23.19257540603248,862,11387.097031439163,0.8100095
2,40000,32.721311475409834,610,11328.994730908256,0.6200094999999999
3,60000,60.72948328267477,329,11178.327799666587,0.4300095
4,80000,136.5205479452055,146,11131.38668458887,0.2400095
5,100000,261.17333333333335,75,11287.061628385492,0.0500094999999999
6,120000,330.6333333333333,60,11264.23264024612,0.05
7,140000,381.5,52,11060.769909489254,0.05
8,160000,378.5576923076923,52,11204.242090971822,0.05
9,180000,434.7173913043478,46,11168.375704203449,0.05
10,200000,463.1162790697674,43,11375.898742221843,0.05
11,220000,469.3809523809524,42,11193.217816188904,0.05
12,240000,467.2619047619048,42,11330.180510057246,0.05
13,260000,477.3170731707317,41,11346.31925661683,0.05
14,280000,464.5238095238095,42,11368.627966449005,0.05
15,300000,464.8837209302326,43,11417.723351751025,0.05
16,320000,477.2439024390244,41,11352.689661642617,0.05
17,340000,487.3658536585366,41,11251.03732455078,0.05
18,360000,469.1190476190476,42,11499.447696194227,0.05
19,380000,480.6585365853659,41,11295.447390720332,0.05
20,400000,471.6666666666667,42,11425.265035225286,0.05
21,420000,465.95238095238096,42,11409.322252466793,0.05
22,440000,480.5365853658537,41,11360.888242243356,0.05
23,460000,481.5121951219512,41,11326.460494111849,0.05
24,480000,488.05,40,11299.01114935118,0.05
25,500000,476.1428571428572,42,10698.067285713389,0.05
26,520000,482.3414634146341,41,10722.433005659432,0.05
27,540000,480.1219512195122,41,10774.910747684336,0.05
28,560000,485.3414634146341,41,10747.98714115654,0.05
29,580000,483.2926829268293,41,10758.466110389749,0.05
30,600000,471.6190476190476,42,10821.544636583989,0.05
31,620000,493.975,40,10618.789095155504,0.05
32,640000,467.07142857142856,42,10747.23918887488,0.05
33,660000,465.5238095238095,42,10738.996188625755,0.05
34,680000,472.07142857142856,42,10626.023097407073,0.05
35,700000,470.9761904761905,42,10796.007885028886,0.05
36,720000,490.0,40,10741.07528524449,0.05
37,740000,481.2926829268293,41,10724.579613929862,0.05
38,760000,482.0975609756098,41,10843.01261239187,0.05
39,780000,493.725,40,10785.930235062177,0.05
40,800000,491.4,40,10722.626349390515,0.05
41,820000,480.9024390243902,41,10767.963941469192,0.05
42,840000,481.4146341463415,41,10760.183391832205,0.05
43,860000,474.2380952380952,42,10704.566306414956,0.05
44,880000,498.3,40,10838.43992164917,0.05
45,900000,493.275,40,10814.025083962655,0.05
46,920000,476.3414634146341,41,10797.30744714097,0.05
47,940000,489.475,40,10652.821118363056,0.05
48,960000,499.775,40,10824.279344573191,0.05
49,980000,491.55,40,9403.392637529383,0.05
50,1000000,487.775,40,10463.028925472658,0.05
