iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
1,1000000,2.938011695906433,1.3587115666178624,855,1366,1201.6992062972215,338.85784991510315,0.8200008999999999,0.0429865172189733,0.0429865172189733,0.9570134827810266
2,2000000,23.594488188976374,3.6510138740661686,254,937,1173.0434825795446,242.40872193273617,0.5950008999999999,0.7602252843394576,0.7602252843394576,0.2397747156605424
3,3000000,50.37158469945355,8.23961661341853,183,626,1156.9156566783586,220.9505934818836,0.3700008999999999,1.689985579842137,1.0,0.0
4,4000000,67.36666666666666,23.09523809523809,150,336,1155.136154694872,231.4036358799528,0.1450009,2.280092592592592,1.0,0.0
5,5000000,80.70666666666666,53.44392523364486,150,214,1259.144141197031,254.6294133680355,0.1,2.7432870370370366,1.0,0.0
6,6000000,97.21804511278197,65.61,133,200,1217.6841492060514,248.344251680274,0.1,3.316598788638262,1.0,0.0
7,7000000,160.1509433962264,79.890625,106,192,1190.8044030690976,261.4107567621006,0.1,5.501768867924528,1.0,0.0
8,8000000,166.07272727272726,82.68,110,200,1202.095394559934,261.68101531586296,0.1,5.707386363636363,1.0,0.0
9,9000000,145.4214876033058,73.41666666666667,121,204,1254.7274809119235,266.6962636692809,0.1,4.99032943067034,1.0,0.0
10,10000000,76.89411764705882,56.35064935064935,170,231,1243.3477817478629,280.09960117832355,0.1,2.610906862745098,1.0,0.0
11,11000000,94.2279411764706,64.16814159292035,136,226,1221.29828254205,288.5440235622805,0.1,3.2127757352941178,1.0,0.0
12,12000000,89.31372549019608,99.54010695187166,153,187,1177.5304455282542,287.2689210695753,0.1,3.042143246187364,1.0,0.0
13,13000000,244.0,136.6045197740113,90,177,1142.6964482764522,262.37406890540655,0.1,8.413194444444445,1.0,0.0
14,14000000,274.4415584415584,145.8953488372093,77,172,1296.9724389459027,274.1817674592553,0.1,9.470193001443,1.0,0.0
15,15000000,308.32876712328766,141.04,73,175,1256.848663100212,252.1495983092744,0.1,10.646832191780822,1.0,0.0
16,16000000,322.3142857142857,134.76111111111112,70,180,1171.1406135576703,280.3643531466936,0.1,11.132440476190476,1.0,0.0
17,17000000,331.4347826086956,148.48901098901098,69,182,1228.692896464702,282.3581636220413,0.1,11.449124396135264,1.0,0.0
18,18000000,328.46666666666664,141.4,60,180,1171.6744821555546,283.2599522160227,0.1,11.346064814814817,1.0,0.0
19,19000000,284.5357142857143,147.6759776536313,84,179,1184.305010361183,281.54500164725545,0.1,9.820684523809524,1.0,0.0
20,20000000,329.9578947368421,159.61581920903956,95,177,1212.961000641745,274.0657994518627,0.1,11.397843567251462,1.0,0.0
21,21000000,328.35,157.65921787709496,80,179,1219.5733556697446,249.92256841128383,0.1,11.34201388888889,1.0,0.0
22,22000000,355.3170731707317,176.6368715083799,82,179,1263.3406938158923,245.35764084347903,0.1,12.278370596205962,1.0,0.0
23,23000000,358.5974025974026,171.2443181818182,77,176,1245.3828610504718,264.53482006998,0.1,12.392270923520924,1.0,0.0
24,24000000,320.4639175257732,177.88505747126436,97,174,1242.7318963451655,277.7559653561585,0.1,11.068191580756013,1.0,0.0
25,25000000,349.8428571428572,154.28176795580112,70,181,1255.5743874033828,281.0637902692119,0.1,12.088293650793652,1.0,0.0
26,26000000,347.4714285714286,169.82417582417582,70,182,1290.245328329878,273.6890054652256,0.1,12.00595238095238,1.0,0.0
27,27000000,245.67326732673268,163.12707182320443,101,181,1194.9548817499815,278.6226829561539,0.1,8.471294004400441,1.0,0.0
28,28000000,354.51724137931035,160.8361581920904,58,177,1253.3937756355842,272.152761832632,0.1,12.250598659003831,1.0,0.0
29,29000000,362.6865671641791,176.1931818181818,67,176,1277.3146446484704,272.3799294800509,0.1,12.534255804311774,1.0,0.0
30,30000000,294.5492957746479,200.79761904761904,71,168,1187.3865724698287,273.9496415672087,0.1,10.168378325508607,1.0,0.0
31,31000000,374.258064516129,165.9542857142857,62,175,1280.6264419589158,271.7601392921887,0.1,12.936043906810037,1.0,0.0
32,32000000,336.6,163.31351351351353,80,185,1248.517313588217,263.95183412644843,0.1,11.628472222222223,1.0,0.0
33,33000000,368.5762711864407,187.10227272727272,59,176,1192.9277133568785,280.0813075353729,0.1,12.738759416195858,1.0,0.0
