iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
1,1000000,1660.7449856733524,1618.662613981763,349,329,1268.985573491918,388.5257695406856,0.8200008999999999,0.020421748830657,0.020421748830657,0.9795782511693428
2,2000000,2383.28125,2006.283987915408,192,331,1294.538833995062,283.61794063917296,0.5950008999999999,0.0662113026395006,0.0662113026395006,0.9337886973604994
3,3000000,2057.972508591065,2181.521739130435,291,322,1297.7669836985006,268.53877357404326,0.3700008999999999,0.0455953933008691,0.0455953933008691,0.9544046066991309
4,4000000,2498.4729064039407,2221.7924528301887,203,318,1297.7537733034362,262.6082244505757,0.1450009,0.0735113854307133,0.0735113854307133,0.9264886145692868
5,5000000,3330.054054054054,2433.2982456140357,185,285,1229.0469528357985,272.8940725658504,0.1,0.1262114803418393,0.1262114803418393,0.8737885196581606
6,6000000,2809.333333333333,2725.607843137255,165,255,1317.988071462292,281.030481057657,0.1,0.0932116564741172,0.0932116564741172,0.9067883435258828
7,7000000,2231.0731707317077,2934.939759036145,205,249,1282.7482718353922,289.6290624135293,0.1,0.0565653646016481,0.0565653646016481,0.9434346353983518
8,8000000,3669.1275167785234,3124.0585774058577,149,239,1292.3103082845716,270.1853826217506,0.1,0.147699706377168,0.147699706377168,0.8523002936228319
9,9000000,3175.842105263158,3449.295154185022,190,227,1284.8405613114662,284.944979579585,0.1,0.1164385503509717,0.1164385503509717,0.8835614496490283
10,10000000,3997.234042553192,3425.924369747899,188,238,1328.376186823014,275.67729050268645,0.1,0.1684929207232923,0.1684929207232923,0.8315070792767076
11,11000000,4150.14705882353,3999.3333333333335,136,210,1291.60446355195,271.72262014425536,0.1,0.1781835329904958,0.1781835329904958,0.8218164670095041
12,12000000,4543.821138211382,3749.2825112107626,123,223,1263.5858765670828,270.2181056342609,0.1,0.2031319837898147,0.2031319837898147,0.7968680162101852
13,13000000,3683.192488262911,4020.5365853658536,213,205,1277.5414543049176,279.34759214765955,0.1,0.1485910509371596,0.1485910509371596,0.8514089490628404
14,14000000,4500.37037037037,4018.2296650717694,162,209,1296.5170657960257,275.10276087115267,0.1,0.2003783624557413,0.2003783624557413,0.7996216375442586
