iteration,step,train_step_rate,train_episode_return,train_num_episodes,eval_episode_return,eval_num_episodes
1,1000000,719.9126444981083,-20.37857142857143,280,-21.0,262
2,2000000,826.467986832967,-19.725,240,-20.393203883495147,206
3,3000000,821.2043949661097,-16.03205128205128,156,-7.572649572649572,117
4,4000000,827.3696714342827,-12.23076923076923,130,-16.238532110091743,109
5,5000000,833.8335457385673,-8.760683760683762,117,-4.607142857142857,84
6,6000000,821.7987459648084,2.326923076923077,104,7.041666666666667,144
7,7000000,825.1370581544476,13.601398601398602,143,9.48421052631579,95
8,8000000,830.6450341879608,15.333333333333334,132,19.71794871794872,117
9,9000000,832.1204635620334,18.402877697841728,139,19.482758620689655,116
10,10000000,811.4359188825017,15.151079136690647,139,19.883333333333333,120
11,11000000,702.0807498102372,18.47826086956522,138,19.883333333333333,120
12,12000000,703.132836787118,18.474452554744527,137,10.698275862068966,116
13,13000000,703.809851631424,17.925925925925927,135,20.182608695652174,115
14,14000000,704.3544078592358,18.231884057971016,138,20.139130434782608,115
15,15000000,704.3454659222346,15.71631205673759,141,19.194690265486727,113
16,16000000,743.4233207235644,19.228571428571428,140,19.857142857142858,112
17,17000000,703.0775999104414,19.492857142857144,140,20.18421052631579,114
18,18000000,706.8926947317239,18.204379562043794,137,19.394736842105264,114
19,19000000,705.7486217742803,17.54861111111111,144,20.008695652173913,115
20,20000000,706.2483735591192,18.82857142857143,140,20.51304347826087,115
21,21000000,708.6010775247262,18.28985507246377,138,20.134453781512605,119
22,22000000,704.9688560466619,19.333333333333332,141,19.991150442477878,113
23,23000000,703.4279714305497,19.40714285714286,140,18.782608695652176,46
24,24000000,704.5143503806853,20.041958041958043,143,20.587719298245613,114
25,25000000,711.6185428358733,20.04861111111111,144,19.85,120
26,26000000,711.7190541585996,19.825174825174827,143,20.362068965517242,116
27,27000000,721.2443336708589,19.51063829787234,141,20.094827586206897,116
28,28000000,737.199365459754,19.54225352112676,142,19.568807339449542,109
29,29000000,704.2139090507934,19.521428571428572,140,20.448275862068964,116
30,30000000,756.3111033295371,17.375886524822697,141,18.964285714285715,112
