iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,310.859375,26.611185086551263,64,751,31356.085869475937,2260.670249214594,0.8020099
2,40000,290.63235294117646,53.12765957446808,68,376,31692.96384002583,2306.9230633095244,0.6040098999999999
3,60000,179.27027027027026,130.9078947368421,111,152,31549.39782046726,2318.4796054727035,0.4060099
4,80000,405.7551020408163,243.2469135802469,49,81,31709.71068842439,2265.8683265722407,0.2080099
5,100000,500.0,431.9565217391304,40,46,31572.472602053487,2114.4040998437977,0.0100098999999999
6,120000,367.4074074074074,296.6666666666667,54,66,31275.835208217864,2104.637381631232,0.01
7,140000,260.2368421052632,450.2272727272728,76,44,31530.11342916953,2081.2720085826386,0.01
8,160000,500.0,339.0689655172414,40,58,31200.604324491585,2041.538467433517,0.01
9,180000,500.0,453.3863636363636,40,44,31114.45633692758,2033.7513007148957,0.01
10,200000,499.975,485.8536585365854,40,41,31287.63428200076,2002.218663707079,0.01
11,220000,500.0,435.1111111111111,40,45,31319.708372819703,2014.1626101748063,0.01
12,240000,319.33870967741933,384.4038461538461,62,52,31055.479539690223,2007.6692088434093,0.01
13,260000,254.448717948718,235.4642857142857,78,84,31166.583758609784,2001.327903078195,0.01
14,280000,480.8780487804878,414.4375,41,48,31535.92927372201,1999.2364226365364,0.01
15,300000,444.8636363636364,431.7608695652174,44,46,31410.60384073059,1844.451604095296,0.01
16,320000,500.0,350.43859649122805,40,57,28740.479538307925,1814.67810269966,0.01
17,340000,500.0,421.4468085106383,40,47,31501.875906796417,1442.1401718146603,0.01
18,360000,500.0,459.7674418604651,40,43,31361.519947836798,1958.4414405982727,0.01
19,380000,214.74193548387095,424.3617021276596,93,47,31248.2178750767,1950.413614609516,0.01
20,400000,500.0,438.1777777777778,40,45,30496.07772944077,1934.700141103248,0.01
21,420000,362.5272727272727,314.55555555555554,55,63,31534.86115120913,1961.1723299405471,0.01
22,440000,291.6029411764706,401.5102040816327,68,49,30764.124823782666,1947.3498487671727,0.01
23,460000,500.0,476.4390243902439,40,41,25234.563150275644,1882.179667273531,0.01
24,480000,467.8095238095238,471.1190476190476,42,42,31241.51651263203,1749.334445133831,0.01
25,500000,447.45454545454544,363.1296296296296,44,54,31495.85635947744,1849.9782652944557,0.01
26,520000,261.63157894736844,301.06060606060606,76,66,31357.570430473763,1963.961621619499,0.01
27,540000,500.0,377.5,40,52,31343.669233179146,1967.4155785885928,0.01
28,560000,490.225,147.57894736842104,40,133,31026.513261673797,1917.3414974155448,0.01
29,580000,292.9852941176471,170.47413793103448,68,116,29927.258431561917,1904.691451676231,0.01
30,600000,500.0,484.1463414634146,40,41,33571.23105026708,2037.2256236545088,0.01
31,620000,500.0,368.3888888888889,40,54,33468.39991414311,2054.5309027028725,0.01
32,640000,120.8,327.57377049180326,165,61,31366.74840987778,1857.9592016697104,0.01
33,660000,87.25764192139738,167.50420168067228,229,119,32005.909417425435,1893.4540199112648,0.01
34,680000,151.02272727272728,121.3558282208589,132,163,32156.031147186877,1820.2559669258128,0.01
35,700000,440.3777777777778,349.5263157894737,45,57,33267.30084608328,2055.8335987634964,0.01
36,720000,462.0,435.53333333333336,43,45,33095.381292700615,2044.2511242038725,0.01
37,740000,333.6949152542373,416.625,59,48,33158.088689878896,2050.513585668563,0.01
38,760000,500.0,432.4130434782609,40,46,33285.35753866534,2019.1480661101173,0.01
39,780000,500.0,442.6666666666667,40,45,31924.4710941786,2020.812464985928,0.01
40,800000,330.8833333333333,445.09090909090907,60,44,26373.726825646783,1897.2281872591973,0.01
41,820000,457.4186046511628,339.3793103448276,43,58,26349.14013508593,1814.3602062085015,0.01
42,840000,411.6666666666667,387.2156862745098,48,51,26310.925275978,1801.486209008223,0.01
43,860000,282.6428571428572,366.2407407407408,70,54,30081.086079272987,1796.250850710866,0.01
44,880000,350.57894736842104,375.33962264150944,57,53,26571.20871365204,1816.61657113959,0.01
45,900000,496.025,368.5660377358491,40,53,33384.86587842875,1877.4998006884032,0.01
46,920000,358.8545454545455,434.69565217391306,55,46,33417.04542701894,2049.4168738322187,0.01
47,940000,25.52173913043478,403.59183673469386,782,49,32576.454434214495,2069.820458080329,0.01
48,960000,499.7,344.3448275862069,40,58,33066.055119191195,2075.641713886995,0.01
49,980000,404.4285714285714,347.50877192982455,49,57,33476.70552653445,2073.448183374031,0.01
50,1000000,500.0,368.3018867924528,40,53,32682.354432074822,2067.936938600155,0.01
