iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,309.21875,23.19953596287703,64,862,33959.34360894738,5873.96020610134,0.9010099
2,40000,245.641975308642,37.35514018691589,81,535,34578.88535834924,3585.8677955259463,0.7030099000000001
3,60000,258.5844155844156,69.3041958041958,77,286,34428.61831250437,3613.7031499135087,0.5050099
4,80000,300.3181818181818,172.4608695652174,66,115,34295.28709980846,3592.957866249348,0.3070099
5,100000,262.57894736842104,252.51898734177212,76,79,34549.154172527924,3534.264575245292,0.1090099
6,120000,242.70731707317077,253.97435897435895,82,78,34665.46690869475,3585.46855110212,0.01
7,140000,277.69444444444446,243.3170731707317,72,82,34743.41932715873,3582.337270754141,0.01
8,160000,302.3181818181818,267.52702702702703,66,74,34599.29932128111,3541.3426108726085,0.01
9,180000,257.64935064935065,302.6212121212121,77,66,34554.09393911107,3200.590028515769,0.01
10,200000,335.5593220338983,338.8474576271187,59,59,34295.74145903958,3002.552051243254,0.01
11,220000,500.0,398.34,40,50,34637.31089915715,2983.461661957027,0.01
12,240000,479.6341463414634,482.9756097560976,41,41,34230.45350225444,2962.2242965684195,0.01
13,260000,270.0945945945946,442.0444444444444,74,45,34865.085238085005,3408.594883391268,0.01
14,280000,500.0,309.484375,40,64,34386.33571882794,3492.186765979201,0.01
15,300000,357.0,418.06382978723406,56,47,32791.34244942873,2970.302412126156,0.01
16,320000,256.06410256410254,205.72164948453607,78,97,34459.08101379928,3415.596870474035,0.01
17,340000,264.76,202.9387755102041,75,98,34660.834094048856,3449.0332471730258,0.01
18,360000,500.0,478.6829268292683,40,41,34539.14257992224,3392.998973728644,0.01
19,380000,500.0,500.0,40,40,34703.11610837863,3399.929016247937,0.01
20,400000,500.0,500.0,40,40,34926.934869323915,3424.346459929682,0.01
21,420000,500.0,500.0,40,40,34376.693600048806,3456.975313026701,0.01
22,440000,500.0,390.7450980392157,40,51,33082.896742305755,3294.5121572156595,0.01
23,460000,500.0,500.0,40,40,33553.44730298442,3030.405230719408,0.01
24,480000,500.0,492.25,40,40,34450.223770003715,3357.1202519621447,0.01
25,500000,500.0,500.0,40,40,34010.18180838445,3072.0602366817848,0.01
26,520000,500.0,495.575,40,40,34548.52752077093,3335.002886915104,0.01
27,540000,500.0,500.0,40,40,34633.5844774241,3280.057350057288,0.01
28,560000,500.0,500.0,40,40,34414.614835208595,3294.61323751081,0.01
29,580000,500.0,493.6,40,40,34341.24651464856,3250.25941291392,0.01
30,600000,500.0,469.5952380952381,40,42,34649.80797354786,3272.061277196382,0.01
31,620000,500.0,462.13953488372096,40,43,34278.36729555333,3264.6770658166897,0.01
32,640000,500.0,434.5869565217391,40,46,33850.85834468692,3307.0002787598505,0.01
33,660000,298.3939393939394,485.5609756097561,66,41,34543.6371952797,3303.3298740786054,0.01
34,680000,454.52272727272725,450.6363636363636,44,44,34395.28642588611,3259.4721589991664,0.01
35,700000,500.0,422.9574468085106,40,47,34480.9772026178,3317.4723129793297,0.01
36,720000,500.0,300.8636363636364,40,66,34405.35771791346,3295.275088087335,0.01
37,740000,500.0,414.5416666666667,40,48,34255.10985057038,3304.220068388983,0.01
38,760000,309.203125,407.7959183673469,64,49,34398.002121385005,3280.9988436908134,0.01
39,780000,500.0,337.6551724137931,40,58,34466.50677140432,3287.8066164661623,0.01
40,800000,500.0,491.05,40,40,34251.154322949624,3316.417549861183,0.01
41,820000,500.0,406.9387755102041,40,49,34511.88998804369,2881.307711516921,0.01
42,840000,500.0,382.6666666666667,40,51,34054.88407370973,2927.2885235924487,0.01
43,860000,500.0,500.0,40,40,34556.98255063871,3328.492205072261,0.01
44,880000,397.34,450.84090909090907,50,44,34286.743612953294,3290.702943072871,0.01
45,900000,253.62820512820517,395.82,78,50,34353.30311396968,3311.571454664213,0.01
46,920000,500.0,491.6,40,40,34403.38491054949,3244.6523175223524,0.01
47,940000,500.0,497.425,40,40,34555.44880748235,3305.507088750671,0.01
48,960000,500.0,400.4081632653061,40,49,34295.577086173325,3282.1617732839104,0.01
49,980000,500.0,500.0,40,40,34471.77769536077,2875.1013534141475,0.01
50,1000000,500.0,500.0,40,40,34212.5842027214,3244.3124493763744,0.01
