iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
1,1000000,-20.63888888888889,-20.233716475095783,144,261,1057.0480155724172,255.21344682711916,0.8200008999999999,0.0017311929493232,0.0017311929493232,0.9982688070506768
2,2000000,-11.755813953488373,-18.77227722772277,86,202,1242.3533540921774,181.30889541335603,0.5950008999999999,0.2533763752552869,0.2533763752552869,0.7466236247447131
3,3000000,-2.263888888888889,-16.328767123287673,72,146,1200.7570739585867,136.01459330508254,0.3700008999999999,0.5222694365753856,0.5222694365753856,0.4777305634246144
4,4000000,-1.2962962962962965,-10.802083333333334,54,96,1134.7895112297667,168.3221264432766,0.1450009,0.5496799916063372,0.5496799916063372,0.4503200083936628
5,5000000,-4.222222222222222,-0.625,54,64,1158.9360225795294,146.7507878416791,0.1,0.4667925716084357,0.4667925716084357,0.5332074283915643
6,6000000,19.412280701754387,7.965909090909091,114,88,1202.1491479625167,93.66261938367325,0.1,1.136325232344317,1.0,0.0
7,7000000,20.05084745762712,12.83809523809524,118,105,1181.3049220781952,230.97544644101825,0.1,1.1544149421424112,1.0,0.0
8,8000000,19.63793103448276,14.063063063063064,116,111,1160.7804637093077,230.6873800222999,0.1,1.1427175930448374,1.0,0.0
9,9000000,20.188034188034187,13.972727272727273,117,110,1153.842363602669,223.4307607472879,0.1,1.158301251785671,1.0,0.0
10,10000000,20.094827586206897,13.963636363636365,116,110,1128.7761715047811,211.03841624168663,0.1,1.1556608381361726,1.0,0.0
11,11000000,19.68103448275862,13.81081081081081,116,111,1042.2529938455318,215.8739805107148,0.1,1.1439386539025107,1.0,0.0
12,12000000,19.860869565217392,14.133928571428571,115,112,1129.6143159817566,213.63377416393132,0.1,1.149033132159133,1.0,0.0
13,13000000,20.1864406779661,14.460176991150442,118,113,1138.6689646652665,220.96346735164383,0.1,1.158256109857397,1.0,0.0
14,14000000,19.88888888888889,15.2991452991453,117,117,1232.240837566791,226.0125202963133,0.1,1.1498268807050678,1.0,0.0
15,15000000,20.181818181818183,14.79310344827586,121,116,1037.4591626109077,227.75717713301316,0.1,1.1581251609580223,1.0,0.0
16,16000000,19.73684210526316,14.504347826086956,114,115,1155.307078514147,231.9564203271926,0.1,1.1455196063813926,1.0,0.0
17,17000000,19.58974358974359,15.120689655172416,117,116,1143.85111142521,226.50448775793487,0.1,1.1413525096244646,1.0,0.0
18,18000000,20.206611570247933,14.948717948717947,121,117,1269.398399282705,226.8453948093308,0.1,1.1588275232364855,1.0,0.0
19,19000000,20.28099173553719,15.621848739495798,121,119,1190.1486824855294,218.3858039290667,0.1,1.1609346100718752,1.0,0.0
20,20000000,19.376146788990827,15.068376068376068,109,117,1370.39939094879,227.65749026051637,0.1,1.1353016087532812,1.0,0.0
