iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,321.83870967741933,27.66897506925208,62,722,29852.387704404307,2099.320080640966,0.8020099
2,40000,307.2769230769231,50.41414141414141,65,396,31560.44475868756,1978.953150309832,0.6040098999999999
3,60000,273.75,122.4968944099379,72,161,31303.41982394019,2205.5957423426494,0.4060099
4,80000,398.34,285.6666666666667,50,69,31380.02396281919,2138.238454171636,0.2080099
5,100000,420.3404255319149,388.9803921568628,47,51,31196.811775697108,2075.9891372696648,0.0100098999999999
6,120000,500.0,257.25,40,76,31340.65750394549,1930.2197735465911,0.01
7,140000,500.0,147.93984962406014,40,133,30307.116023712693,2085.394995447554,0.01
8,160000,180.61818181818185,242.78048780487805,110,82,31094.657891137955,2034.5368855908264,0.01
9,180000,390.7058823529412,118.24698795180724,51,166,30905.534494058826,1964.304903317245,0.01
10,200000,10.360621761658033,132.40397350993376,1930,151,29949.47816535445,1991.404099821886,0.01
11,220000,170.07692307692307,213.95698924731184,117,93,30606.663804042597,2013.389776498208,0.01
12,240000,177.50892857142858,93.27230046948355,112,213,31067.30150067972,1917.1725670882129,0.01
13,260000,173.8521739130435,235.2941176470588,115,85,31096.6918515123,1948.7125727496575,0.01
14,280000,132.27152317880794,110.34444444444443,151,180,31130.086566059785,1991.456483606294,0.01
15,300000,444.4,92.16355140186916,45,214,31176.204316824,1993.151001187901,0.01
16,320000,10.951807228915662,136.02721088435374,1826,147,30105.19247979359,2009.2509599160555,0.01
17,340000,264.53333333333336,118.7289156626506,75,166,31240.440376446502,1977.672629562781,0.01
18,360000,251.58227848101265,81.26122448979592,79,245,30998.227167990997,2009.3885446642123,0.01
19,380000,275.52777777777777,92.26976744186048,72,215,31439.977686285227,1987.4036601144887,0.01
20,400000,389.52941176470586,104.90526315789474,51,190,31394.71792568711,1982.1596680424984,0.01
21,420000,500.0,73.39405204460967,40,269,31333.01147752489,2003.855813344412,0.01
22,440000,176.41592920353983,135.1283783783784,113,148,32955.40345783342,2107.5995768954053,0.01
23,460000,356.7142857142857,99.435,56,200,33071.14966823389,2113.8352229875863,0.01
24,480000,193.3009708737864,191.35576923076923,103,104,32760.08287944171,2049.3697307874054,0.01
25,500000,145.65693430656935,98.76237623762376,137,202,31686.66336209761,2081.680126727956,0.01
26,520000,121.03636363636365,219.14285714285717,165,91,25116.22258861921,2041.4536160634016,0.01
27,540000,301.5151515151515,91.66666666666669,66,216,32693.028865972006,1902.4798922707023,0.01
28,560000,359.3818181818182,95.69565217391305,55,207,33096.91429673997,2176.690007096335,0.01
29,580000,244.98765432098764,238.78313253012047,81,83,33016.04435970355,2134.5513741485893,0.01
30,600000,155.9296875,118.20359281437126,128,167,32834.66199368322,2087.942249442432,0.01
31,620000,122.50920245398773,122.74074074074076,163,162,32875.661820758294,2079.925543890266,0.01
32,640000,183.72222222222223,95.9656862745098,108,204,32902.07979625872,2074.301909679853,0.01
33,660000,500.0,268.7972972972973,40,74,30144.214549547032,2076.2164577970425,0.01
34,680000,91.6743119266055,212.53191489361703,218,94,31429.63104712343,1870.609687364524,0.01
35,700000,195.3823529411765,66.91610738255034,102,298,31227.055969417583,1976.091442935133,0.01
36,720000,167.78151260504202,100.04522613065326,119,199,31309.43675845487,1981.7934151061509,0.01
37,740000,67.7864406779661,123.925,295,160,31124.68143070509,1945.8979305254436,0.01
38,760000,315.5079365079365,79.0,63,249,33034.107579000134,1928.373278347916,0.01
39,780000,500.0,214.08695652173915,40,92,31581.99117425933,2077.6633152634813,0.01
40,800000,500.0,92.28504672897196,40,214,30513.150794204703,2148.059846451906,0.01
41,820000,183.07339449541288,229.8953488372093,109,86,30831.755292123165,1930.5914825532016,0.01
42,840000,190.32380952380956,139.75886524822695,105,141,31264.11056784352,1975.965837869516,0.01
43,860000,500.0,129.51633986928104,40,153,31412.764355034276,1952.2718878798564,0.01
44,880000,500.0,78.75098814229248,40,253,31224.239612025904,2045.199168522814,0.01
45,900000,500.0,128.32236842105263,40,152,31525.38497610891,2069.73392494556,0.01
46,920000,9.595009596928982,96.13942307692308,2084,208,30232.319290143398,2065.247485451001,0.01
47,940000,466.7142857142857,100.93367346938776,42,196,31460.56304141911,2063.2030044120197,0.01
48,960000,9.617604617604618,108.67934782608695,2079,184,30336.36978957709,2071.9375050416143,0.01
49,980000,500.0,144.47101449275362,40,138,31316.47822854224,2068.9009404935578,0.01
50,1000000,179.0810810810811,210.26315789473685,111,95,31247.495903797248,2064.381939411528,0.01
