iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,188.1809523809524,26.00260078023407,105,769,31275.53231835264,4236.798867007849,0.8020099
2,40000,268.5890410958904,54.61369863013699,73,365,31342.395815729597,2228.893872178553,0.6040098999999999
3,60000,338.08474576271186,134.3918918918919,59,148,31228.629906997237,2218.524151003699,0.4060099
4,80000,263.93333333333334,246.1604938271605,75,81,31419.62735136082,2209.7247504525926,0.2080099
5,100000,234.64705882352945,236.0,85,84,31130.80506025571,2212.9353790072405,0.0100098999999999
6,120000,222.87640449438203,227.0340909090909,89,88,31195.55235527779,2209.540459433778,0.01
7,140000,319.0,288.1014492753623,62,69,30641.579129099668,2210.3719679230685,0.01
8,160000,170.25641025641025,285.45714285714286,117,70,30960.43340359228,2191.967176361193,0.01
9,180000,242.9878048780488,253.4102564102564,82,78,31179.41331593606,2167.7004535624765,0.01
10,200000,67.08389261744966,280.7042253521127,298,71,31729.40538651572,2139.7809017457625,0.01
11,220000,489.075,339.1034482758621,40,58,32825.065317028,2254.524713131196,0.01
12,240000,500.0,494.875,40,40,32889.268352100764,2251.324298715417,0.01
13,260000,258.2857142857143,421.6170212765957,77,47,32751.176423477627,2244.0149280664573,0.01
14,280000,500.0,438.7111111111111,40,45,32611.86288439382,2225.037037218361,0.01
15,300000,482.7317073170732,438.1555555555556,41,45,32767.03959292019,2224.8358290777983,0.01
16,320000,500.0,449.4090909090909,40,44,32836.78763503798,2196.744989411829,0.01
17,340000,494.9,269.8378378378378,40,74,32624.439391014577,2144.7693595476,0.01
18,360000,500.0,498.7,40,40,33210.40518460426,2109.676461591645,0.01
19,380000,500.0,495.35,40,40,33241.356549649325,2073.0447279152486,0.01
20,400000,490.95,429.3695652173913,40,46,33244.55016063849,1985.2437002520935,0.01
21,420000,491.575,463.1162790697674,40,43,33097.56700711631,2034.7340295994263,0.01
22,440000,500.0,460.1860465116279,40,43,33030.2206684599,2023.7869132068708,0.01
23,460000,500.0,472.3571428571428,40,42,32643.133714734897,2020.2608816251663,0.01
24,480000,500.0,453.3636363636364,40,44,32503.1509082566,2025.3116878560852,0.01
25,500000,500.0,196.33,40,100,32639.08173260625,2021.665385537891,0.01
26,520000,500.0,136.88888888888889,40,144,30960.119386295708,1996.1998977338,0.01
27,540000,500.0,331.5,40,60,30896.380593145688,2012.49468332482,0.01
28,560000,500.0,406.7708333333333,40,48,31046.723662777324,1985.1326280930216,0.01
29,580000,500.0,429.39130434782606,40,46,32345.01464533287,2006.041194461339,0.01
30,600000,475.45238095238096,488.825,42,40,32608.89249292096,2011.2597412014488,0.01
31,620000,500.0,407.2291666666667,40,48,32805.437527520706,2043.6191336983632,0.01
32,640000,500.0,382.9807692307692,40,52,32763.23046205456,2027.3703837080843,0.01
33,660000,500.0,403.3265306122449,40,49,31064.222600945348,2023.6212631433607,0.01
34,680000,9.597695631301008,22.93577981651376,2083,872,31787.99795818533,2072.665402662637,0.01
35,700000,466.9285714285714,82.14814814814815,42,243,30851.155014630876,1960.470576159533,0.01
36,720000,459.9767441860465,288.9130434782609,43,69,30645.045447107907,2057.317018574469,0.01
37,740000,500.0,492.225,40,40,31037.27608672273,2039.7965269266745,0.01
38,760000,480.2439024390244,336.03389830508473,41,59,31094.104170097635,2039.4962527997127,0.01
39,780000,121.8048780487805,293.54411764705884,164,68,31008.83383378655,2072.237584674957,0.01
40,800000,479.219512195122,223.46067415730337,41,89,31165.111543952244,2072.2172440420663,0.01
41,820000,121.92073170731707,62.24375,164,320,29349.228922667127,1954.4027744102373,0.01
42,840000,18.22880583409298,63.68471337579618,1097,314,24086.549756048666,2006.6212646411984,0.01
43,860000,499.525,332.2542372881356,40,59,30994.68914214617,2051.405101292872,0.01
44,880000,166.625,424.7234042553192,120,47,30755.980383131948,1982.9751739808455,0.01
45,900000,246.19753086419752,222.8426966292135,81,89,31027.70111423088,2020.0409715173644,0.01
46,920000,500.0,329.0833333333333,40,60,30997.204238164624,2033.572276435427,0.01
47,940000,500.0,283.15942028985506,40,69,29975.05124027573,2016.3463807794876,0.01
48,960000,498.975,440.1111111111111,40,45,29782.2050130723,2012.1029616912615,0.01
49,980000,262.8,226.3181818181818,75,88,30275.17732337868,2059.840030205176,0.01
50,1000000,500.0,243.9125,40,80,30211.72397307063,2028.317383409871,0.01
