iteration,step,total_step,train_step_rate,train_episode_return,train_episode_visited_rooms,train_num_episodes,eval_episode_return,eval_episode_visited_rooms,eval_num_episodes
1,256000,8192000,72.14337943618902,0.025,1.0,132.1875,0.0,1.0,85
2,512000,16384000,74.00696650679421,3.9820952065690753,1.0052265816165322,114.84375,0.0,1.0,85
3,768000,24576000,73.96734641080897,275.01229457263474,1.668277580126855,34.28125,400.0,1.9166666666666667,12
4,1024000,32768000,72.2084191605191,437.9007502207479,2.9194980257081946,32.46875,500.0,3.9411764705882355,17
5,1280000,40960000,74.55172652693028,494.66519008627483,4.41696013869688,49.25,500.0,4.5,46
6,1536000,49152000,74.45091892763215,2011.6104195951584,5.650985266771249,46.96875,3451.2195121951218,6.878048780487805,41
7,1792000,57344000,72.85949196522188,3492.983558054092,6.864873137811631,52.90625,3596.296296296296,7.185185185185185,27
8,2048000,65536000,72.53887808583514,3518.6926426346854,7.3446299532237855,48.6875,3527.2727272727275,7.5,44
9,2304000,73728000,73.06384352717441,3532.8349047766633,7.630591943093369,53.65625,3600.0,7.5675675675675675,37
10,2560000,81920000,73.32070669254801,3541.307763084663,7.52446467122736,54.0625,3440.0,7.175,40
11,2816000,90112000,72.3771551709396,3522.371121660043,7.450055003812078,53.28125,3591.4285714285716,7.857142857142857,35
12,3072000,98304000,73.86513672003679,3539.6127721823395,7.565853640821638,54.15625,3311.6279069767443,6.976744186046512,43
13,3328000,106496000,71.8798126847116,3530.41917051259,7.464819946379662,51.03125,3420.0,7.857142857142857,35
14,3584000,114688000,73.11208772084568,3540.484928210346,7.5556804585640105,50.375,3600.0,7.361111111111111,36
15,3840000,122880000,73.1523270134528,3540.654594820503,7.477533813747119,50.40625,3421.0526315789475,7.131578947368421,38
16,4096000,131072000,72.24657236746657,3539.381558512773,7.513096537792177,49.3125,3596.6666666666665,7.666666666666667,30
17,4352000,139264000,71.55149360127838,3523.932496442814,7.58935534140816,47.125,3309.090909090909,7.333333333333333,33
18,4608000,147456000,74.1829981393077,3549.786793575181,7.581949800079926,43.6875,3489.655172413793,7.655172413793103,29
19,4864000,155648000,74.31718454745729,3532.9992052578427,7.737183210960923,45.21875,3600.0,7.65625,32
20,5120000,163840000,74.12905802124322,3522.752296714526,7.427152721937778,45.84375,3506.060606060606,7.636363636363637,33
21,5376000,172032000,74.26338086491293,3466.082798168426,7.311788888309615,45.1875,3511.4285714285716,7.457142857142857,35
22,5632000,180224000,74.30384736605525,3546.362145950798,7.469691968974844,45.0625,3600.0,7.242424242424242,33
23,5888000,188416000,74.46334380961552,3527.3131983453877,7.566418181315033,45.84375,3506.25,7.75,32
24,6144000,196608000,74.14868944820708,2330.516466839908,6.004331219072468,27.9375,500.0,3.875,16
25,6400000,204800000,74.10653765903346,522.0617818855603,4.076482575122237,28.03125,588.8888888888889,4.0,27
26,6656000,212992000,73.88726251941978,588.3457945971398,4.241452430147735,30.375,600.0,4.111111111111111,27
27,6912000,221184000,73.97416611751225,727.4466721371275,4.368673986853585,38.5,879.3103448275862,5.0,29
28,7168000,229376000,73.43052187957518,872.3589990905813,4.460246878610006,44.78125,900.0,4.464285714285714,28
29,7424000,237568000,74.21661089426746,1051.087092190356,4.584228449280845,44.21875,1503.3333333333333,4.9,30
30,7680000,245760000,73.88632459185462,1722.5482379497353,4.946437543472845,45.84375,1710.5263157894738,4.921052631578948,38
31,7936000,253952000,74.03357965175033,1748.4097261278957,5.095983149971392,45.15625,1835.483870967742,5.193548387096774,31
32,8192000,262144000,73.95829195465616,1771.8798086485126,5.147854560123653,45.6875,1688.888888888889,5.277777777777778,36
33,8448000,270336000,73.96990006264507,1788.2538672962505,5.264637514760898,46.34375,1865.5172413793102,5.172413793103448,29
34,8704000,278528000,74.02940511118074,1767.7301800189584,5.135438035892686,45.40625,1764.7058823529412,5.147058823529412,34
35,8960000,286720000,73.9142924458979,1810.6590847391344,5.206324972943401,47.03125,1808.3333333333333,5.138888888888889,36
36,9216000,294912000,74.01755143241402,1784.9216779741278,5.165568243295808,45.25,1744.1176470588234,4.794117647058823,34
37,9472000,303104000,74.2231508284763,1795.099415179462,5.09863140129073,47.84375,1869.6969696969697,5.121212121212121,33
38,9728000,311296000,73.90453719099396,1811.3557140769858,5.09344538204804,45.6875,1861.111111111111,5.166666666666667,36
39,9984000,319488000,73.54163026696168,1815.9623708880763,5.169944344363433,47.9375,1760.6060606060605,5.181818181818182,33
40,10240000,327680000,73.86900506526717,1818.7133230817913,5.128741953919246,46.59375,1830.3030303030303,5.0,33
41,10496000,335872000,74.00100702426208,1851.2574909558784,5.110417564982567,46.40625,1892.3076923076924,5.128205128205129,39
42,10752000,344064000,73.98279103995237,3077.2615793295113,6.341993319402257,37.40625,3612.5,6.958333333333333,24
43,11008000,352256000,72.35481247544789,3579.4863585652383,6.890425605735672,28.3125,3611.1111111111113,6.777777777777778,18
44,11264000,360448000,73.85553144256454,3537.325528675299,6.8857889614411345,25.78125,3809.090909090909,7.0,22
