iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,-200.0,-200.0,100,100,21212.302699437816,3254.791594458419,0.8020099
2,40000,-200.0,-200.0,100,100,22824.278634828708,1968.0512613919147,0.6040098999999999
3,60000,-200.0,-200.0,100,100,17122.36904440614,1956.4189103692129,0.4060099
4,80000,-200.0,-200.0,100,100,22007.687881792517,1935.1637077455468,0.2080099
5,100000,-200.0,-197.04950495049505,100,101,23902.718260037127,1965.8778256930916,0.0100098999999999
6,120000,-200.0,-199.08,100,100,23749.37534986459,2068.9386065569583,0.01
7,140000,-200.0,-196.1980198019802,100,101,23619.355214146155,2069.8793816930893,0.01
8,160000,-200.0,-198.66,100,100,21817.91711527722,1905.9636397048812,0.01
9,180000,-200.0,-188.47169811320757,100,106,23334.192420522653,2007.6117243390809,0.01
10,200000,-171.98275862068965,-161.05645161290323,116,124,23627.405986283204,2082.8097574841886,0.01
11,220000,-143.5107913669065,-142.42142857142858,139,140,23469.629124670184,2053.525036434002,0.01
12,240000,-200.0,-152.45038167938932,100,131,23479.153228472635,2034.685350760665,0.01
13,260000,-139.33566433566435,-143.97826086956522,143,138,23498.486595242804,2034.586476510739,0.01
14,280000,-200.0,-152.45801526717557,100,131,23582.987818387275,1997.7170022175587,0.01
15,300000,-116.30409356725146,-145.67883211678833,171,137,23185.01968208728,2087.5107042787104,0.01
16,320000,-113.5340909090909,-134.63513513513513,176,148,23432.01861926541,2068.09134479986,0.01
17,340000,-128.73548387096776,-127.53205128205128,155,156,23283.481362435323,2028.1140477146796,0.01
18,360000,-199.74,-121.15243902439023,100,164,23455.09977234261,2024.1935825283235,0.01
19,380000,-110.28729281767956,-121.14545454545454,181,165,23213.71908606337,2025.2652742176024,0.01
20,400000,-147.37037037037038,-125.93037974683544,135,158,23420.704701610124,1988.453321791282,0.01
21,420000,-135.9251700680272,-123.3664596273292,147,161,23635.37630291992,2014.8443969214975,0.01
22,440000,-107.56756756756756,-119.98192771084338,185,166,23581.08202129429,2042.0147126614424,0.01
23,460000,-110.32596685082872,-116.20348837209302,181,172,23350.542597602845,2030.4529207218632,0.01
24,480000,-112.78531073446328,-108.40217391304348,177,184,23372.482401077286,2043.8987642524564,0.01
25,500000,-113.4943181818182,-109.54395604395604,176,182,23567.997817532527,2043.434645231921,0.01
26,520000,-155.515625,-105.95744680851064,128,188,23245.070784529853,2053.863180533016,0.01
27,540000,-105.06315789473685,-105.88297872340424,190,188,23417.17835310356,2050.458687387882,0.01
28,560000,-107.7081081081081,-110.2486187845304,185,181,23697.39285277482,2070.621831206441,0.01
29,580000,-105.53439153439152,-109.2896174863388,189,183,22785.26697983152,2073.1769801110345,0.01
30,600000,-157.71428571428572,-109.41758241758242,126,182,23589.36151829876,2043.7431180796807,0.01
31,620000,-107.22043010752688,-108.73224043715848,186,183,22996.161512898,2028.3086138932133,0.01
32,640000,-108.3586956521739,-106.07978723404256,184,188,22568.843930978503,1871.9386284665115,0.01
33,660000,-105.16842105263156,-109.2622950819672,190,183,23778.652833798056,1997.4839330834416,0.01
34,680000,-112.03370786516854,-106.84491978609626,178,187,22717.46121067237,1878.014545872104,0.01
35,700000,-136.64383561643837,-104.27225130890052,146,191,23448.92102596824,2035.4518313348344,0.01
36,720000,-118.64880952380952,-105.16842105263156,168,190,23569.79461475783,2029.3998243379424,0.01
37,740000,-106.29255319148936,-106.427807486631,188,187,23679.53550678814,2035.732323731241,0.01
38,760000,-110.49171270718232,-113.33522727272728,181,176,22492.79624057436,1954.1400702351375,0.01
39,780000,-109.04371584699452,-108.4836956521739,183,184,22545.28531397297,1987.2491911550997,0.01
40,800000,-123.8695652173913,-109.16939890710384,161,183,23711.397071976266,2018.357476739459,0.01
41,820000,-106.59893048128342,-108.91256830601093,187,183,23494.779188714016,2041.1847941279,0.01
42,840000,-107.7945945945946,-107.28494623655914,185,186,23314.62080108716,2031.2326776796024,0.01
43,860000,-146.88235294117646,-109.71978021978022,136,182,23668.27321735376,1995.820260604052,0.01
44,880000,-114.57471264367815,-109.1584699453552,174,183,23014.6664391095,2027.6071682504096,0.01
45,900000,-110.52777777777776,-106.1063829787234,180,188,23287.204400984563,1987.7762889775297,0.01
46,920000,-126.34177215189874,-105.48148148148148,158,189,23580.811525386733,1965.9408715888435,0.01
47,940000,-108.17934782608695,-104.77894736842106,184,190,22752.73334616661,2026.8165686256896,0.01
48,960000,-126.0379746835443,-106.572192513369,158,187,22271.64478372284,2037.8135620841572,0.01
49,980000,-122.96913580246914,-110.80555555555556,162,180,22393.670226669536,1986.945690711973,0.01
50,1000000,-116.86470588235294,-112.96610169491524,170,177,22508.07852076899,1983.332981756217,0.01
