iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon,normalized_return,capped_normalized_return,human_gap
1,1000000,948.436944937833,1591.5929203539822,563,339,1172.5785589022848,596.5537895089609,0.8020009899999999,-0.0247196080396823,-0.0247196080396823,1.0247196080396823
2,2000000,2437.801724137931,2000.916905444126,232,349,1156.898398276307,525.5454960692373,0.55450099,0.0696664485020394,0.0696664485020394,0.9303335514979606
3,3000000,2727.192307692308,2403.8317757009345,260,321,1121.5746327542,509.7202569404578,0.30700099,0.0880061033424574,0.0880061033424574,0.9119938966575424
4,4000000,3004.68992248062,2796.123076923077,258,325,1204.9590893391728,503.68371483894896,0.0595009899999999,0.1055920607421414,0.1055920607421414,0.8944079392578586
5,5000000,2960.097719869707,3165.0495049504952,307,303,1149.0508896548786,484.5227083403385,0.01,0.1027661028467129,0.1027661028467129,0.897233897153287
6,6000000,3609.872340425532,3431.023890784983,235,293,1246.6784243937454,482.8218598107363,0.01,0.1439445065068939,0.1439445065068939,0.8560554934931062
7,7000000,4478.679245283019,3772.676056338028,212,284,1195.9918847297406,466.9810195642134,0.01,0.1990037228862143,0.1990037228862143,0.8009962771137857
8,8000000,4533.833333333333,4166.503759398496,180,266,1251.2066721993117,456.1387792892856,0.01,0.2024990229939689,0.2024990229939689,0.7975009770060311
9,9000000,4187.242798353909,4464.708171206225,243,257,1140.0796568357982,459.1365694765167,0.01,0.1805344148010969,0.1805344148010969,0.819465585198903
10,10000000,4484.829268292683,4481.744186046512,205,258,1299.6878139506216,465.7297702735376,0.01,0.1993934705340906,0.1993934705340906,0.8006065294659094
11,11000000,4831.71875,4765.447154471544,192,246,1136.7626311339152,480.331231791184,0.01,0.2213770239868183,0.2213770239868183,0.7786229760131816
12,12000000,4513.897637795276,4900.775510204082,254,245,1165.869853430279,481.3829319386983,0.01,0.201235630900553,0.201235630900553,0.798764369099447
13,13000000,5556.763005780347,5018.065843621399,173,243,1129.872458276634,496.0849192196205,0.01,0.2673255176514051,0.2673255176514051,0.7326744823485949
14,14000000,4881.83574879227,5088.423236514523,207,241,1166.6756469628417,498.5251263195849,0.01,0.2245531068026408,0.2245531068026408,0.7754468931973593
15,15000000,5265.48717948718,5061.244813278008,195,241,1182.3534422099522,502.1413148634722,0.01,0.2488663886363433,0.2488663886363433,0.7511336113636566
16,16000000,4698.451882845188,5038.995815899581,239,239,1169.1789175960191,492.036054812528,0.01,0.2129314542821501,0.2129314542821501,0.7870685457178499
17,17000000,5496.359223300971,5205.598290598291,206,234,1205.4878869129984,504.4015621491967,0.01,0.2634975267467899,0.2634975267467899,0.7365024732532102
18,18000000,5280.561224489796,5174.177215189873,196,237,1166.9234051374958,504.91097935505377,0.01,0.249821681579885,0.249821681579885,0.750178318420115
19,19000000,5189.0,5231.754385964912,200,228,1166.2552667615234,485.6367644374464,0.01,0.2440191387559808,0.2440191387559808,0.7559808612440191
20,20000000,5358.852459016393,5343.275109170306,183,229,1310.3679972623647,481.8056131342348,0.01,0.2547832604972523,0.2547832604972523,0.7452167395027476
21,21000000,5362.244897959184,5328.362068965517,147,232,1393.3245929313196,465.2899495822464,0.01,0.2549982507658154,0.2549982507658154,0.7450017492341846
22,22000000,5300.225988700565,5392.068965517241,177,232,1359.8885830970569,462.5599472706977,0.01,0.2510679038436303,0.2510679038436303,0.7489320961563697
23,23000000,5238.712871287129,5552.723214285715,202,224,1277.4685260834256,470.8838902440825,0.01,0.2471696106522468,0.2471696106522468,0.7528303893477531
24,24000000,5749.772727272727,5359.91341991342,176,231,1251.7937045565427,482.0754714927231,0.01,0.2795571930208642,0.2795571930208642,0.7204428069791358
25,25000000,5168.169014084507,5674.027149321267,213,221,1134.4013809918426,487.24108864610105,0.01,0.2426990090994332,0.2426990090994332,0.7573009909005668
26,26000000,6284.117647058823,5839.086757990867,153,219,1192.4873981551618,493.74082603311496,0.01,0.3134204282175495,0.3134204282175495,0.6865795717824504
27,27000000,6474.090909090909,5907.803738317757,176,214,1180.8829157592938,499.835624673264,0.01,0.3254596729358287,0.3254596729358287,0.6745403270641712
28,28000000,5627.305389221557,5735.720720720721,167,222,1178.735479708385,493.0706247661572,0.01,0.271796025807,0.271796025807,0.728203974193
29,29000000,5736.242424242424,5509.086956521739,165,230,1368.327936614881,523.0706404810072,0.01,0.2786997321995262,0.2786997321995262,0.7213002678004738
30,30000000,5772.783505154639,5633.362445414848,194,229,1303.4010733970274,578.6521325955248,0.01,0.2810154634275255,0.2810154634275255,0.7189845365724745
31,31000000,6083.797468354431,5793.287671232877,158,219,1246.5229312894614,572.5764138774273,0.01,0.3007254645809075,0.3007254645809075,0.6992745354190925
32,32000000,5522.717391304348,5720.855855855856,184,222,1322.1583519831577,566.7843309061068,0.01,0.2651679325266547,0.2651679325266547,0.7348320674733453
