iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,-200.0,-200.0,100,100,23760.98887817934,2296.219421336408,0.8020099
2,40000,-200.0,-200.0,100,100,23910.062005287207,2292.967525327808,0.6040098999999999
3,60000,-200.0,-200.0,100,100,23628.71382523212,2284.911614804432,0.4060099
4,80000,-200.0,-200.0,100,100,23657.94594167001,2247.453885563505,0.2080099
5,100000,-200.0,-200.0,100,100,23749.25622673147,2157.658091949046,0.0100098999999999
6,120000,-200.0,-200.0,100,100,23539.745020424056,2148.9946906508194,0.01
7,140000,-200.0,-200.0,100,100,23419.7675217488,2149.8162698006304,0.01
8,160000,-200.0,-200.0,100,100,23623.035300798896,2150.194368825012,0.01
9,180000,-200.0,-200.0,100,100,23456.561782516,2147.052222954083,0.01
10,200000,-200.0,-200.0,100,100,23550.515631116104,2145.5548812674974,0.01
11,220000,-200.0,-200.0,100,100,23466.30190646746,2142.594211500722,0.01
12,240000,-200.0,-200.0,100,100,23517.960122874512,2144.845907561973,0.01
13,260000,-200.0,-200.0,100,100,23385.170601819384,2143.0144985950355,0.01
14,280000,-200.0,-200.0,100,100,23532.09129473417,2140.9901400425365,0.01
15,300000,-200.0,-200.0,100,100,23942.66388985801,2141.302141860051,0.01
16,320000,-200.0,-200.0,100,100,23633.89739190534,2146.7462817279315,0.01
17,340000,-200.0,-200.0,100,100,23821.888674279304,2142.731625311806,0.01
18,360000,-200.0,-200.0,100,100,23801.28012282162,2147.789530545,0.01
19,380000,-200.0,-200.0,100,100,23720.94618186153,2151.8896926177454,0.01
20,400000,-200.0,-200.0,100,100,23828.379291156078,2152.9281305189656,0.01
21,420000,-200.0,-200.0,100,100,23914.177231206817,2155.5423104282245,0.01
22,440000,-200.0,-200.0,100,100,23676.39804705468,2152.74600876302,0.01
23,460000,-200.0,-200.0,100,100,24002.27942927413,2150.2934849996163,0.01
24,480000,-200.0,-200.0,100,100,23623.107400793127,2150.5997312414647,0.01
25,500000,-200.0,-200.0,100,100,23873.88746909148,2146.370275807581,0.01
26,520000,-200.0,-200.0,100,100,23930.428052460076,2147.695067612638,0.01
27,540000,-200.0,-200.0,100,100,23844.595121296403,2149.1918220444186,0.01
28,560000,-200.0,-200.0,100,100,23604.666189768257,2149.927752381983,0.01
29,580000,-200.0,-200.0,100,100,23848.655023380277,2147.141010169996,0.01
30,600000,-200.0,-200.0,100,100,23818.56000407684,2151.3806760595653,0.01
31,620000,-200.0,-200.0,100,100,23945.563831374613,2149.866490012397,0.01
32,640000,-200.0,-200.0,100,100,23821.163652486488,2151.7969004297643,0.01
33,660000,-200.0,-200.0,100,100,23992.174318950423,2149.8194814317862,0.01
34,680000,-200.0,-200.0,100,100,23719.04452108216,2155.708803854857,0.01
35,700000,-200.0,-200.0,100,100,23929.207821999385,2155.2579863605674,0.01
36,720000,-200.0,-200.0,100,100,23931.15793675931,2087.5509906939783,0.01
37,740000,-200.0,-200.0,100,100,23314.10939301391,1890.340095818127,0.01
38,760000,-200.0,-200.0,100,100,22890.466536718457,1909.330663004559,0.01
39,780000,-200.0,-200.0,100,100,22556.877434314563,1935.5941843515025,0.01
40,800000,-200.0,-200.0,100,100,22537.243682591088,1925.1506809517684,0.01
41,820000,-200.0,-200.0,100,100,22530.662180945023,1934.8867591092408,0.01
42,840000,-200.0,-200.0,100,100,22621.49827732424,1931.0090179434728,0.01
43,860000,-200.0,-200.0,100,100,22760.371868740385,1921.926324368288,0.01
44,880000,-200.0,-200.0,100,100,22706.724045128063,1933.2137511296276,0.01
45,900000,-200.0,-200.0,100,100,22755.96194426707,1859.215763237752,0.01
46,920000,-200.0,-200.0,100,100,22819.856203137624,1835.1965692286117,0.01
47,940000,-200.0,-200.0,100,100,22786.855797814933,1896.8093777139763,0.01
48,960000,-200.0,-200.0,100,100,22742.552698961583,1901.4928291338072,0.01
49,980000,-200.0,-200.0,100,100,22735.069512673934,1863.3445333998568,0.01
50,1000000,-200.0,-200.0,100,100,22680.74963855333,1805.1950935348864,0.01
