iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,-200.0,-200.0,100,100,23083.174382311776,5609.219989998582,0.9010099
2,40000,-200.0,-200.0,100,100,21502.800955924537,2821.109502931225,0.7030099000000001
3,60000,-200.0,-200.0,100,100,23866.81621550874,2830.951683619229,0.5050099
4,80000,-200.0,-200.0,100,100,23783.565039264704,2789.146092814202,0.3070099
5,100000,-200.0,-199.12,100,100,23404.17265012672,3227.3637019685443,0.1090099
6,120000,-200.0,-198.03,100,100,21418.488193349585,2261.7559490258905,0.01
7,140000,-200.0,-198.47,100,100,23619.76344544088,3263.200996589501,0.01
8,160000,-200.0,-199.04,100,100,23729.747562193952,3301.841967144925,0.01
9,180000,-200.0,-198.53,100,100,24020.70830067335,3245.599903859268,0.01
10,200000,-200.0,-196.69306930693068,100,101,23730.719091836527,2818.4036005007856,0.01
11,220000,-200.0,-197.3267326732673,100,101,23548.74991501567,3045.9082112200144,0.01
12,240000,-200.0,-194.7941176470588,100,102,23892.44775458841,3197.47722474672,0.01
13,260000,-200.0,-194.3823529411765,100,102,23825.03728402024,3208.6909705197863,0.01
14,280000,-200.0,-196.68316831683168,100,101,23736.88670382,3200.9874518768133,0.01
15,300000,-200.0,-195.73529411764707,100,102,23922.549082356774,3173.5581133525875,0.01
16,320000,-200.0,-196.04950495049505,100,101,24015.76695621002,3152.084280237764,0.01
17,340000,-200.0,-197.44554455445544,100,101,23787.148711252543,3151.9872915503684,0.01
18,360000,-200.0,-197.2871287128713,100,101,23821.97635063152,3156.6817373589406,0.01
19,380000,-200.0,-184.1851851851852,100,108,23817.65464645423,3150.7188488009238,0.01
20,400000,-180.63636363636363,-164.93388429752065,110,121,23591.355002677297,3153.0059859596395,0.01
21,420000,-125.28301886792453,-138.85314685314685,159,143,23965.01019360121,3114.92426205154,0.01
22,440000,-193.1747572815534,-145.74452554744525,103,137,23933.024283543306,3097.743333942224,0.01
23,460000,-144.21014492753622,-147.2,138,135,23760.702524323828,3118.246259126089,0.01
24,480000,-157.85714285714286,-162.41803278688525,126,122,23974.14082043611,3114.406567475416,0.01
25,500000,-196.4950495049505,-180.3636363636364,101,110,23597.351899998142,3167.7412958702857,0.01
26,520000,-157.3095238095238,-166.45833333333334,126,120,23803.424465394182,3175.81730972458,0.01
27,540000,-138.16666666666666,-141.81428571428572,144,140,23957.41062364622,3156.4074550924843,0.01
28,560000,-117.21764705882352,-129.86274509803923,170,153,24096.590421265133,3154.674400384938,0.01
29,580000,-122.90123456790124,-132.73333333333332,162,150,23922.565421196832,3097.650314417435,0.01
30,600000,-145.7058823529412,-138.98601398601397,136,143,23565.039220750543,3055.846558602941,0.01
31,620000,-136.3835616438356,-139.83802816901408,146,142,23696.73931978071,3036.510249372156,0.01
32,640000,-129.03225806451613,-134.7027027027027,155,148,23848.711870906194,3094.6083135267368,0.01
33,660000,-127.0828025477707,-137.17241379310346,157,145,25088.08341413041,2946.496276888356,0.01
34,680000,-127.27388535031848,-131.4078947368421,157,152,24790.316591966555,2820.282233695139,0.01
35,700000,-124.9875,-125.55345911949684,160,159,25093.71344523681,2841.431656828948,0.01
36,720000,-134.15540540540542,-127.57051282051282,148,156,24910.286413080223,2850.654398774846,0.01
37,740000,-131.32894736842104,-133.18666666666667,152,150,24906.559585952848,3239.071982102113,0.01
38,760000,-143.13669064748203,-133.76510067114094,139,149,25295.034100304063,3207.251755812681,0.01
39,780000,-135.30612244897958,-137.19310344827585,147,145,25150.5034103949,3252.431519633643,0.01
40,800000,-136.4041095890411,-140.4788732394366,146,142,25295.541790520165,3183.3195299398294,0.01
41,820000,-141.10638297872342,-140.4154929577465,141,142,25315.47944799184,3165.875513610311,0.01
42,840000,-142.3357142857143,-139.006993006993,140,143,24955.30296239784,3175.939581244392,0.01
43,860000,-138.13194444444446,-140.72535211267606,144,142,25122.06248052828,2991.634205476068,0.01
44,880000,-153.984496124031,-158.23809523809524,129,126,24892.237675920645,2826.0676777637177,0.01
45,900000,-159.82258064516128,-157.52380952380952,124,126,24849.306011899094,2802.680148317685,0.01
46,920000,-159.376,-155.46875,125,128,25021.351156817243,2792.473573704593,0.01
47,940000,-161.16129032258064,-163.8512396694215,124,121,25274.873889597988,2802.8396735271986,0.01
48,960000,-156.44094488188978,-163.20491803278688,127,122,25220.99499633593,2794.8199973870937,0.01
49,980000,-162.1219512195122,-166.2,123,120,25271.50581262731,2792.4903244924694,0.01
50,1000000,-145.8175182481752,-159.472,137,125,24955.17635448729,2785.198493919612,0.01
