iteration,step,train_step_rate,train_episode_return,train_num_episodes,eval_episode_return,eval_num_episodes
1,100000,2365.1193318708038,143.32065531033734,2443,158.3407669494494,408
2,200000,2291.1282280784612,221.18340015659862,1566,156.9481117544275,347
3,300000,2211.508427283342,223.74856282067736,1554,158.8348807159133,295
4,400000,2077.281512537804,231.9574721804068,1377,160.50485140338034,291
5,500000,2140.907889327001,229.9721752629596,1221,137.6491822951769,320
6,600000,2054.0119704179547,227.0059098987827,1152,70.10407645266697,369
7,700000,2149.193071240254,225.19498887355388,1162,32.24410182239778,418
8,800000,2322.761711394111,241.16462409960525,1170,53.67624536729148,397
9,900000,2048.9415289244034,214.1895110899428,1164,29.492799316132846,348
10,1000000,2234.1957976566114,249.7754387541839,1126,5.405464972208461,344
11,1100000,2262.5263953504045,288.3517484354738,1091,74.63758602708879,393
12,1200000,2316.6624876836104,290.1871671534949,1068,64.2168540563548,390
13,1300000,2344.857402797954,299.0615094626582,1051,94.1949585174123,434
14,1400000,2250.8678977132936,318.38007933258933,1023,106.91491298325207,468
15,1500000,2180.806705398945,332.92582406406524,1003,132.55457703535725,409
16,1600000,2120.277208171997,348.72809005468423,1005,129.50678208560507,424
17,1700000,2166.3316294064766,377.95679252055515,942,155.51411751353876,365
18,1800000,2103.0486486334107,406.6467555337431,882,131.29392576386005,397
19,1900000,2143.1800661111606,431.8714836452401,834,140.38635674388945,373
20,2000000,2131.0876466521195,471.7954873072124,791,162.77160841096236,313
21,2100000,2129.3357828724943,502.46608915798714,721,137.28849816646087,333
22,2200000,2066.1825879038493,557.9712962325065,645,129.12345042597158,379
23,2300000,2048.2763662213006,625.8019934393488,567,122.75592016840629,409
24,2400000,2317.4768197811613,697.162839300627,517,125.44090494142506,405
25,2500000,2181.641706194066,788.7074705829544,458,139.33225619108586,391
26,2600000,2077.7594258108284,902.8439500970715,397,112.48097393668006,474
27,2700000,2046.962094522183,1040.2552466950206,348,132.88208793264664,423
28,2800000,2288.4763221904777,1118.4349910548308,323,158.48669598265127,336
29,2900000,2326.0786747945126,1181.2205761417426,303,169.2645243408709,319
30,3000000,2402.4342716659476,1269.2069488613342,281,135.83605279078034,406
31,3100000,2310.8592292690196,1585.72840933229,224,131.52849719832975,441
32,3200000,2259.143768422313,1783.4016432198719,198,150.6375073955254,373
33,3300000,2280.623090271586,1735.4468190521281,204,172.4982274855018,314
34,3400000,2253.20663381928,1985.4136214564887,175,169.3868721053869,307
35,3500000,2285.5511425957534,1783.3393761651953,196,188.66737929094404,276
36,3600000,2164.7826277957406,1920.5078140326998,186,182.66444911163785,289
37,3700000,2241.9484985721247,1843.380477844891,196,189.58459885138967,268
38,3800000,2193.07881268487,1933.450499141461,183,180.0555602506982,277
39,3900000,2198.650727897868,1998.8736986411877,172,166.60570893961489,288
40,4000000,2194.877657725086,2028.4316315802985,175,171.78221833284027,287
41,4100000,2242.096413167727,1727.2957093497746,205,186.43151141550788,265
42,4200000,2176.3322345400125,2021.7822098838333,180,198.59240841514878,257
43,4300000,2443.1346071475896,2211.7930656472554,166,195.49170127846173,262
44,4400000,2376.464780133217,2253.7668125104883,164,183.17140017796038,279
45,4500000,2311.912506798611,2529.0611446845546,152,178.923482714989,283
46,4600000,2164.8173468863833,2410.7868022497473,159,188.27436226796488,268
47,4700000,2309.0629242852733,2325.1695812489443,167,195.9558883365766,262
48,4800000,2261.7916270794776,2271.2982843530835,168,181.08751707346687,274
49,4900000,2226.8049331255197,2528.536254967033,150,187.690551595161,271
50,5000000,2300.5104483992027,2350.751410489591,159,178.94146296925214,277
51,5100000,2219.5338327224295,2299.844762724908,166,177.39965308322002,286
52,5200000,2192.706922394463,2371.582260301589,162,179.39420881406667,282
53,5300000,2215.590744288117,2515.214183861416,154,188.34622489515715,274
54,5400000,2446.0468629689144,2548.6467582582923,154,171.2688509268732,285
55,5500000,2384.586368834852,2250.630396340041,172,169.93727518942745,281
56,5600000,2190.584649833277,2522.969463747175,155,167.22553889723065,277
57,5700000,2204.1709206699875,2426.8866230812537,165,161.1609500482042,279
58,5800000,2320.168727400041,2134.456788084018,191,168.1029849493859,270
59,5900000,1994.7157316935593,2167.90210590069,184,172.02883678469556,262
60,6000000,2260.837473840356,2044.479529478753,196,165.61108084035408,266
61,6100000,2300.346446202861,1668.1691429957432,240,168.58145780249768,261
62,6200000,2351.8003127856027,1595.086387408962,244,147.59411613099527,278
63,6300000,2181.376981045671,1896.7294634870514,199,144.78947972910746,280
64,6400000,2161.8106175648677,2067.8781792371665,183,137.4055201002863,292
65,6500000,2217.702689238351,1864.4057682973917,203,140.7169716323893,284
66,6600000,2313.619927830239,1875.5751447411983,199,147.05876375941742,278
67,6700000,2437.4817933694526,2155.7934415258164,178,141.80103269978892,283
68,6800000,2144.045619205947,1891.4349587164236,199,144.71219422127936,287
69,6900000,2278.261772370045,2120.938346512519,179,138.9227187697028,294
70,7000000,2190.0768813219006,1794.2981823834853,208,143.36851414945824,294
71,7100000,2325.4870951631597,1879.3946240109153,199,144.88450369678276,297
72,7200000,2427.668616750133,1742.1624914848405,216,145.81400620725245,298
73,7300000,2392.1820811462453,1886.7522669145578,198,153.0360203762456,287
74,7400000,2388.3817459690895,1950.8492570344179,198,158.6815848847705,295
75,7500000,2297.1616676011254,2102.9960991919465,185,145.7170259377546,316
76,7600000,2398.7935936460517,1905.019296761659,203,139.59860868736868,319
77,7700000,2365.2544594492033,1735.6837232284704,216,138.5413575258627,320
78,7800000,2467.607462250569,1676.3029356728503,226,133.28543401208088,325
79,7900000,2349.220587567151,1615.4213658849446,234,130.0772625250739,321
80,8000000,2340.5770101119892,1911.8833775281344,198,121.41530799716783,337
