datetime,black,white,game,game_result,game_length
2023-05-31 19:50:52,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,0,W+2.5,104
2023-05-31 19:50:47,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,1,B+3.5,58
2023-05-31 19:50:41,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,2,B+1.5,39
2023-05-31 19:50:50,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,3,B+7.5,96
2023-05-31 19:50:58,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,4,B+4.5,83
2023-05-31 19:50:48,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,5,W+4.5,82
2023-05-31 19:51:19,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,6,W+11.5,162
2023-05-31 19:50:55,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,7,W+0.5,109
2023-05-31 19:50:50,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,8,B+3.5,91
2023-05-31 19:51:02,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,9,W+2.5,108
2023-05-31 19:51:04,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,10,W+0.5,102
2023-05-31 19:50:54,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_166000.ckpt,11,B+3.5,105
