iteration,step,train_step_rate,train_episode_return,train_num_episodes,eval_episode_return,eval_num_episodes
1,20000,2804.0728164982274,23.089965397923876,867,32.778688524590166,610
2,40000,3757.931893069604,39.551383399209485,506,234.41176470588235,85
3,60000,5146.360144898066,57.17094017094017,351,132.84666666666666,150
4,80000,4889.245983408618,62.93396226415094,318,225.38636363636363,88
5,100000,4858.926171119199,71.66192170818505,281,138.66666666666666,144
6,120000,5518.891887284962,81.04417670682732,249,175.1140350877193,114
7,140000,2737.942745313647,101.63131313131314,198,449.15909090909093,44
8,160000,2846.27240072438,75.66917293233082,266,184.9351851851852,108
9,180000,3489.8442596377677,80.052,250,132.26,150
10,200000,3963.69787392207,90.57466063348416,221,138.69444444444446,144
11,220000,4438.992030784063,98.84729064039409,203,19.75691699604743,1012
12,240000,1994.217798976201,189.52336448598132,107,500.0,40
13,260000,2386.368371957615,482.07142857142856,42,500.0,40
14,280000,2301.348387624971,500.0,40,500.0,40
15,300000,4433.01562274391,497.7560975609756,41,500.0,40
16,320000,2364.613296486153,495.780487804878,41,500.0,40
17,340000,4491.577978787935,500.0,40,500.0,40
18,360000,2748.596232397055,500.0,40,500.0,40
19,380000,3242.8290345872197,500.0,40,500.0,40
20,400000,3943.82298023718,500.0,40,500.0,40
21,420000,1714.4813909859593,500.0,40,500.0,40
22,440000,1830.8835888918927,500.0,40,500.0,40
23,460000,1901.1225230884786,500.0,40,500.0,40
24,480000,3772.8022442416236,500.0,40,500.0,40
25,500000,2415.8948439908036,500.0,40,500.0,40
26,520000,3017.2860409313853,500.0,40,500.0,40
27,540000,2134.177726954495,500.0,40,500.0,40
28,560000,2767.921598780246,500.0,40,500.0,40
29,580000,4692.845692754597,500.0,40,500.0,40
30,600000,2457.5833059108254,500.0,40,500.0,40
31,620000,2019.477233698693,500.0,40,500.0,40
32,640000,2731.131181066921,487.76190476190476,42,500.0,40
33,660000,4444.0285722502695,500.0,40,500.0,40
34,680000,3371.269733255427,500.0,40,500.0,40
35,700000,3677.0287165835125,500.0,40,500.0,40
36,720000,2373.4074500537085,500.0,40,500.0,40
37,740000,2338.07892144283,500.0,40,500.0,40
38,760000,2152.7727326428817,500.0,40,500.0,40
39,780000,1627.6221245521824,500.0,40,500.0,40
40,800000,4613.483755386254,500.0,40,500.0,40
41,820000,4195.887288163304,500.0,40,500.0,40
42,840000,2833.681059626,500.0,40,500.0,40
43,860000,4745.001867704633,500.0,40,425.7608695652174,46
44,880000,1765.095961156213,488.0731707317073,41,500.0,40
45,900000,2032.452918903383,407.34,50,500.0,40
46,920000,2180.898930022285,445.5869565217391,46,500.0,40
47,940000,2454.7687260455145,371.4259259259259,54,500.0,40
48,960000,2804.529286752808,500.0,40,500.0,40
49,980000,1874.741561192983,500.0,40,500.0,40
50,1000000,2449.0638382333295,500.0,40,500.0,40
