datetime,black,white,game,game_result,game_length
2023-05-31 20:07:44,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,0,W+3.5,78
2023-05-31 20:07:45,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,1,W+5.5,108
2023-05-31 20:07:53,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,2,W+2.5,91
2023-05-31 20:07:37,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,3,B+1.5,71
2023-05-31 20:07:55,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,4,B+1.5,113
2023-05-31 20:07:46,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,5,B+3.5,83
2023-05-31 20:07:53,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,6,W+1.5,124
2023-05-31 20:07:44,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,7,W+6.5,86
2023-05-31 20:07:43,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,8,B+2.5,89
2023-05-31 20:08:13,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,9,W+4.5,162
2023-05-31 20:07:49,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,10,W+3.5,82
2023-05-31 20:08:16,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,11,W+8.5,162
2023-05-31 20:07:40,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,12,B+5.5,78
2023-05-31 20:07:50,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,13,W+7.5,106
2023-05-31 20:07:42,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,14,B+5.5,85
2023-05-31 20:07:44,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,15,B+3.5,69
2023-05-31 20:08:04,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,16,B+9.5,112
2023-05-31 20:08:03,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,17,W+3.5,116
2023-05-31 20:08:09,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,18,W+0.5,95
2023-05-31 20:08:18,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,19,W+2.5,113
2023-05-31 20:08:01,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,20,B+3.5,91
2023-05-31 20:08:02,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,21,B+1.5,78
2023-05-31 20:07:57,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,22,W+2.5,66
2023-05-31 20:08:00,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,23,W+2.5,76
2023-05-31 20:08:10,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,24,B+7.5,90
2023-05-31 20:08:09,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,25,W+2.5,68
2023-05-31 20:08:13,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,26,W+2.5,81
2023-05-31 20:08:42,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,27,W+19.5,162
2023-05-31 20:08:07,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,28,B+1.5,72
2023-05-31 20:08:09,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,29,B+3.5,75
2023-05-31 20:08:07,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,30,W+0.5,54
2023-05-31 20:08:28,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,31,W+14.5,110
2023-05-31 20:08:21,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,32,W+0.5,101
2023-05-31 20:08:38,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,33,W+20.5,162
2023-05-31 20:08:33,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,34,W+6.5,86
2023-05-31 20:08:32,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,35,W+11.5,83
2023-05-31 20:08:29,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,36,W+4.5,77
2023-05-31 20:08:19,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,37,W+0.5,66
2023-05-31 20:08:32,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,38,W+2.5,79
2023-05-31 20:08:23,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,39,B+9.5,75
2023-05-31 20:08:32,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,40,W+2.5,103
2023-05-31 20:08:50,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,41,W+13.5,162
2023-05-31 20:08:39,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,42,W+2.5,92
2023-05-31 20:08:38,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,43,B+2.5,124
2023-05-31 20:08:39,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,44,W+2.5,107
2023-05-31 20:08:37,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,45,B+4.5,100
2023-05-31 20:08:39,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,46,W+0.5,95
2023-05-31 20:08:40,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,47,W+2.5,97
2023-05-31 20:08:41,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,48,W+0.5,98
2023-05-31 20:08:46,./checkpoints/go/9x9_12b64/training_steps_149000.ckpt,./checkpoints/go/9x9_12b64/training_steps_177000.ckpt,49,W+8.5,96
