iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,132.03311258278146,26.244094488188978,151,762,30831.36293817003,2253.211462387344,0.8020099
2,40000,243.2926829268293,51.0613810741688,82,391,31510.328238691804,2280.275264742101,0.6040098999999999
3,60000,235.9047619047619,118.61676646706589,84,167,31499.466025734942,2270.823438613216,0.4060099
4,80000,198.26,244.59259259259255,100,81,31410.55145099123,2247.9573588433304,0.2080099
5,100000,148.88059701492537,307.16923076923075,134,65,30959.31769342853,2138.2109377892784,0.0100098999999999
6,120000,376.8867924528302,126.55414012738854,53,157,31161.9024291714,2043.8191492122617,0.01
7,140000,80.7165991902834,137.50344827586207,247,145,30523.85303670416,1992.0784155171737,0.01
8,160000,228.19540229885055,123.45679012345678,87,162,30379.571495332835,1944.0148989084605,0.01
9,180000,150.83333333333334,114.19540229885058,132,174,31158.744314383835,1949.1643410775368,0.01
10,200000,188.5943396226415,187.60377358490567,106,106,31285.26396734372,1911.6948215164325,0.01
11,220000,52.16971279373368,86.92608695652174,383,230,31355.367311231683,1960.41927078008,0.01
12,240000,155.3671875,102.9381443298969,128,194,31215.24392316834,1956.8527100096487,0.01
13,260000,9.60566762728146,137.89655172413794,2082,145,30176.25346120208,1896.1915408548896,0.01
14,280000,65.99339933993399,94.09433962264151,303,212,30587.97064343516,1949.980221574801,0.01
15,300000,236.70238095238096,187.5809523809524,84,105,30029.554111197664,1783.6651563984224,0.01
16,320000,196.00980392156865,106.58918918918918,102,185,31259.72494927467,1963.360279947765,0.01
17,340000,446.95454545454544,96.19806763285024,44,207,31123.98264158267,1936.731192704173,0.01
18,360000,161.3252032520325,166.92436974789916,123,119,31541.57634435989,1966.811802475925,0.01
19,380000,187.1981132075472,114.77325581395348,106,172,31263.13325150946,1985.5873243122808,0.01
20,400000,412.3333333333333,100.9746192893401,48,197,31268.90698896194,1894.158309671824,0.01
21,420000,145.37956204379563,246.7037037037037,137,81,31000.901748062955,1896.697322783647,0.01
22,440000,330.76666666666665,206.44210526315788,60,95,29425.503083799627,1930.615665195225,0.01
23,460000,471.7619047619048,105.23809523809524,42,189,31003.846991401217,1945.3424266132004,0.01
24,480000,263.25333333333333,225.70454545454547,75,88,29896.121933251696,1932.5452753507168,0.01
25,500000,254.948717948718,118.10059171597634,78,169,30813.45969816905,1952.9055506301463,0.01
26,520000,94.43127962085308,229.3563218390805,211,87,30944.08340692377,1910.354637894909,0.01
27,540000,203.37755102040816,91.78703703703704,98,216,31382.72396335224,1932.366993302132,0.01
28,560000,110.38121546961328,242.9512195121951,181,82,31178.28648225196,1938.997587980304,0.01
29,580000,388.5882352941176,112.7215909090909,51,176,28655.858801966788,1933.038321394636,0.01
30,600000,138.04861111111111,96.3623188405797,144,207,30954.359555040766,1953.8583729171885,0.01
31,620000,231.61627906976744,234.1190476190476,86,84,31495.394694544302,1939.5889600089624,0.01
32,640000,199.94,85.45922746781116,100,233,29473.84351197405,1930.0226436566704,0.01
33,660000,229.183908045977,189.97142857142856,87,105,31196.48759248772,1913.1315133199907,0.01
34,680000,231.1860465116279,191.48543689320388,86,103,31233.224342424743,1914.8129679307224,0.01
35,700000,87.60964912280701,78.12109375,228,256,30995.355237539912,1929.983842546681,0.01
36,720000,497.25,370.1296296296296,40,54,31243.127146661733,1955.6749998578407,0.01
37,740000,449.9318181818182,91.51388888888889,44,216,31236.806256381667,1919.2747733146664,0.01
38,760000,497.85,263.7733333333333,40,75,31434.666879874192,1915.315950688046,0.01
39,780000,367.2407407407408,89.13698630136986,54,219,31291.207635842944,1927.047478963921,0.01
40,800000,367.4814814814815,338.89830508474574,54,59,31433.610101587183,1949.6958427740024,0.01
41,820000,155.703125,124.58125,128,160,31340.61030756783,1932.212239915799,0.01
42,840000,500.0,88.05309734513274,40,226,33493.49100146785,1988.0605421763632,0.01
43,860000,500.0,260.7894736842105,40,76,32302.58138091055,1911.3158263899245,0.01
44,880000,138.04861111111111,231.51162790697677,144,86,32953.009795559934,2024.8024972592596,0.01
45,900000,500.0,136.33561643835617,40,146,32930.5789608266,1933.6388076006056,0.01
46,920000,500.0,288.61764705882354,40,68,32818.81849439866,1920.0345412062995,0.01
47,940000,325.57377049180326,88.4035874439462,61,223,29150.174384658043,1806.000809653968,0.01
48,960000,490.275,356.41818181818184,40,55,32365.64971067076,1861.8240217981588,0.01
49,980000,369.5185185185185,266.44,54,75,33394.12276989827,1913.4310051595007,0.01
50,1000000,444.70454545454544,198.56565656565652,44,99,33097.65677937279,2056.400676169253,0.01
