datetime,black,white,game,game_result,game_length
2023-05-31 20:52:43,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,0,W+15.5,162
2023-05-31 20:52:22,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,1,W+2.5,72
2023-05-31 20:52:29,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,2,B+6.5,83
2023-05-31 20:52:28,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,3,B+1.5,92
2023-05-31 20:52:22,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,4,B+22.5,57
2023-05-31 20:52:23,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,5,B+13.5,66
2023-05-31 20:52:27,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,6,W+6.5,90
2023-05-31 20:52:35,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,7,W+2.5,102
2023-05-31 20:52:32,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,8,B+5.5,87
2023-05-31 20:52:40,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,9,W+0.5,122
2023-05-31 20:52:17,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,10,B+25.5,45
2023-05-31 20:53:11,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,11,W+5.5,162
2023-05-31 20:52:18,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,12,B+25.5,45
2023-05-31 20:52:29,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,13,W+1.5,80
2023-05-31 20:52:20,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,14,W+2.5,60
2023-05-31 20:52:29,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,15,B+1.5,77
2023-05-31 20:52:48,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,16,W+2.5,83
2023-05-31 20:52:40,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,17,W+2.5,62
2023-05-31 20:52:34,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,18,B+22.5,57
2023-05-31 20:52:56,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,19,B+4.5,95
2023-05-31 20:52:44,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,20,W+2.5,90
2023-05-31 20:52:54,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,21,B+3.5,99
2023-05-31 20:52:40,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,22,W+0.5,39
2023-05-31 20:52:43,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,23,B+22.5,57
2023-05-31 20:52:47,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,24,W+0.5,55
2023-05-31 20:52:56,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,25,W+4.5,77
2023-05-31 20:52:55,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,26,W+1.5,96
2023-05-31 20:53:00,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,27,B+4.5,101
2023-05-31 20:52:54,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,28,B+1.5,73
2023-05-31 20:52:51,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,29,B+22.5,57
2023-05-31 20:53:16,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,30,W+0.5,109
2023-05-31 20:52:58,./checkpoints/go/9x9_11b128/training_steps_139000.ckpt,./checkpoints/go/9x9_12b64/training_steps_196000.ckpt,31,W+0.5,65
