iteration,step,train_step_rate,train_episode_return,train_num_episodes,eval_episode_return,eval_num_episodes
1,100000,2233.261818609387,126.21640100212046,2702,140.63188560624445,427
2,200000,2134.459069793994,191.18333204552306,1697,152.77229948342202,365
3,300000,2146.6127595633297,206.3234078674246,1615,150.54447826580093,313
4,400000,2131.7810301985455,211.24270322940032,1432,140.44293899624864,267
5,500000,2173.170592887512,201.0478128017729,1357,127.75589727950272,270
6,600000,2193.740763058612,209.8880608338096,1358,69.5646301143376,295
7,700000,2306.982064476418,220.1363097792246,1353,107.52384546233168,308
8,800000,2271.6958857061954,211.45922490600017,1370,35.69986215402361,281
9,900000,2239.715175999452,214.18672371540714,1519,95.89890336924263,272
10,1000000,2365.122506646966,242.84592063542607,1450,60.06814963730517,277
11,1100000,2321.156456344632,260.2277261866232,1376,42.61659179444289,311
12,1200000,2303.374121016301,270.2387255928736,1315,114.69371389714505,281
13,1300000,2307.6465119815957,278.7387574680661,1297,81.94812816515177,311
14,1400000,2352.124275572378,290.58202004268776,1262,145.441336347218,337
15,1500000,2310.888186929763,289.94895122336357,1251,96.51534368785536,348
16,1600000,2336.6523957136137,299.75418222954806,1203,92.22310884822649,327
17,1700000,2277.598520760644,308.94991513193975,1154,87.17960148408858,369
18,1800000,2311.078245848046,341.92793291705834,1104,129.0189942333775,314
19,1900000,2306.417934475504,352.9947384534283,1062,10.976080616834786,389
20,2000000,2395.890424440089,374.73068584885124,1017,118.50653758658171,332
21,2100000,2337.7579205376323,397.02817011673415,974,117.75279351401747,351
22,2200000,2381.8335679406077,412.4139662364714,954,194.7531350783069,278
23,2300000,2384.081829550562,424.84234892539143,919,206.27986044944163,292
24,2400000,2330.1543547210567,441.08865023467735,879,194.24999601294397,287
25,2500000,2318.5772416920872,459.29938378275494,822,209.46048593907292,268
26,2600000,2304.051043330166,485.9922043821507,780,239.08135031898976,255
27,2700000,2297.8220699240323,541.7589659987807,700,248.61234124172262,245
28,2800000,2320.582841174296,552.5633673454605,666,213.85195802187553,259
29,2900000,2278.9339147493765,605.2586293238127,605,223.50852037540912,257
30,3000000,2413.189965301494,661.9350412213807,541,183.5483784356446,288
31,3100000,2335.578165685213,701.8262423118648,507,182.3340560262152,279
32,3200000,2376.4230642957414,707.5538171387238,496,198.02195864998006,273
33,3300000,2398.455954596923,781.9164935185116,453,222.97734526494176,259
34,3400000,2374.9544456719595,822.9019484896116,436,207.24520660557417,265
35,3500000,2302.1420237301904,745.500049109472,468,203.4427814189052,269
36,3600000,2380.086679210023,851.3916140078463,411,218.34412102118458,242
37,3700000,2324.525343933564,987.6316856807176,356,194.13425805206458,260
38,3800000,2296.1486179764215,952.6689090447882,367,196.01399418013344,251
39,3900000,2249.559614219793,1089.8382147060768,317,195.1332773142445,262
40,4000000,2252.1677289693594,1106.5277429534476,314,223.35220774015124,263
41,4100000,2326.578240490932,1313.878510344726,269,213.2161108582896,278
42,4200000,2347.3790959679022,1098.9510590871375,316,219.37917684462803,264
43,4300000,2337.3572818912075,1264.767788298908,269,209.61685936174646,277
44,4400000,2302.3923396945506,1450.6091939677733,233,214.07736987417488,273
45,4500000,2299.790973971258,1522.2354963316686,228,254.9170066619021,240
46,4600000,2288.4442150328073,1694.8566460055724,208,245.95392556204163,241
47,4700000,2341.1968014459567,1808.958792526835,196,259.91977807929754,226
48,4800000,2269.0416311005088,1689.766018488023,207,277.41704621409696,218
49,4900000,2268.5057890150706,1686.5315624715527,211,234.71476821828338,240
50,5000000,2287.5105099325783,1842.4185696870409,192,212.85139136252656,263
51,5100000,2236.1305331712574,1806.4223858452374,194,221.8403846821567,260
