datetime,black,white,game,game_result,game_length
2023-05-31 17:17:19,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,0,W+11.5,63
2023-05-31 17:17:29,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,1,W+2.5,99
2023-05-31 17:17:20,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,2,B+1.5,67
2023-05-31 17:17:35,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,3,B+7.5,89
2023-05-31 17:17:36,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,4,B+9.5,105
2023-05-31 17:18:02,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,5,B+9.5,162
2023-05-31 17:17:39,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,6,B+4.5,104
2023-05-31 17:17:36,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,7,B+5.5,96
2023-05-31 17:17:36,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,8,W+12.5,87
2023-05-31 17:17:30,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,9,B+7.5,84
2023-05-31 17:17:44,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,10,B+6.5,124
2023-05-31 17:17:41,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,11,W+10.5,112
2023-05-31 17:17:39,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,12,W+9.5,116
2023-05-31 17:17:32,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,13,B+1.5,79
2023-05-31 17:17:32,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,14,B+13.5,91
2023-05-31 17:17:25,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,15,W+2.5,66
2023-05-31 17:17:47,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,16,B+3.5,93
2023-05-31 17:18:01,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,17,W+2.5,98
2023-05-31 17:17:58,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,18,W+8.5,100
2023-05-31 17:18:02,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,19,W+14.5,85
2023-05-31 17:18:03,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,20,B+9.5,99
2023-05-31 17:18:06,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,21,W+4.5,109
2023-05-31 17:18:13,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,22,W+7.5,118
2023-05-31 17:18:05,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,23,W+2.5,93
2023-05-31 17:18:03,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,24,W+0.5,78
2023-05-31 17:18:17,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,25,W+0.5,104
2023-05-31 17:18:07,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,26,W+5.5,91
2023-05-31 17:18:15,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,27,B+9.5,85
2023-05-31 17:18:35,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,28,W+0.5,153
2023-05-31 17:18:11,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,29,B+1.5,73
2023-05-31 17:18:33,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,30,W+9.5,131
2023-05-31 17:18:21,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,31,W+1.5,99
2023-05-31 17:18:27,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,32,W+2.5,97
2023-05-31 17:18:33,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,33,W+12.5,78
2023-05-31 17:18:39,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,34,W+0.5,100
2023-05-31 17:18:37,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,35,W+8.5,112
2023-05-31 17:18:36,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,36,W+5.5,103
2023-05-31 17:18:43,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,37,W+2.5,103
2023-05-31 17:18:43,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,38,B+7.5,119
2023-05-31 17:18:44,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,39,W+0.5,102
2023-05-31 17:18:35,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,40,W+1.5,74
2023-05-31 17:18:41,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,41,W+5.5,88
2023-05-31 17:18:46,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,42,W+2.5,97
2023-05-31 17:18:41,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,43,W+0.5,70
2023-05-31 17:18:49,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,44,W+2.5,105
2023-05-31 17:18:41,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,45,W+0.5,56
2023-05-31 17:18:55,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,46,W+4.5,103
2023-05-31 17:18:55,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,47,W+8.5,98
2023-05-31 17:19:08,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,48,B+22.5,162
2023-05-31 17:18:55,./checkpoints/go/9x9_11b128/training_steps_137000.ckpt,./checkpoints/go/9x9_11b128/training_steps_150000.ckpt,49,W+0.5,96
