iteration,step,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_step_rate,train_step_rate,train_exploration_epsilon
1,20000,-200.0,-200.0,100,100,23515.068734701614,2257.347172776428,0.8020099
2,40000,-200.0,-200.0,100,100,23513.96936644492,2249.727427496227,0.6040098999999999
3,60000,-200.0,-200.0,100,100,23439.81860094052,2246.066379048988,0.4060099
4,80000,-200.0,-200.0,100,100,23316.151191318317,2221.3088447064683,0.2080099
5,100000,-200.0,-200.0,100,100,23366.060160429333,2150.567895905098,0.0100098999999999
6,120000,-200.0,-200.0,100,100,23421.52796348373,2141.062518324131,0.01
7,140000,-200.0,-200.0,100,100,23469.853174261785,2126.582416132743,0.01
8,160000,-200.0,-200.0,100,100,23384.495104847698,2050.981982731135,0.01
9,180000,-200.0,-200.0,100,100,18763.419046139694,1811.7071823697736,0.01
10,200000,-200.0,-200.0,100,100,18780.859987249714,1798.7709282094677,0.01
11,220000,-200.0,-200.0,100,100,23521.872285148424,1909.8416473724776,0.01
12,240000,-200.0,-200.0,100,100,23447.31317684157,1998.0094155871209,0.01
13,260000,-200.0,-200.0,100,100,23563.172107434777,2014.2869171242653,0.01
14,280000,-200.0,-200.0,100,100,23515.594029312047,2000.988602225873,0.01
15,300000,-200.0,-200.0,100,100,23633.961375249703,2008.3406556127272,0.01
16,320000,-200.0,-200.0,100,100,23521.356806906304,2024.1748825562515,0.01
17,340000,-200.0,-200.0,100,100,23634.874132229143,2023.5032627605333,0.01
18,360000,-200.0,-200.0,100,100,23638.30925617464,2025.574332743888,0.01
19,380000,-200.0,-200.0,100,100,23412.72533083941,2010.212046658022,0.01
20,400000,-200.0,-200.0,100,100,23393.05324452085,2009.410800193434,0.01
21,420000,-200.0,-200.0,100,100,23532.848335769348,1988.7119415545235,0.01
22,440000,-200.0,-200.0,100,100,23391.22165578343,1995.8738768441744,0.01
23,460000,-200.0,-200.0,100,100,23380.416184162397,1980.16253215257,0.01
24,480000,-200.0,-200.0,100,100,23342.00937149583,1974.9630402181704,0.01
25,500000,-200.0,-200.0,100,100,23503.687310775364,1985.5211436017653,0.01
26,520000,-200.0,-200.0,100,100,23604.745253912828,2000.9513278972715,0.01
27,540000,-200.0,-200.0,100,100,23347.90144320624,1993.8738505086887,0.01
28,560000,-200.0,-200.0,100,100,23274.37670324393,1974.8174345660705,0.01
29,580000,-200.0,-200.0,100,100,23530.15351820581,1964.739385731464,0.01
30,600000,-200.0,-200.0,100,100,20669.887190808,1873.343314342889,0.01
31,620000,-200.0,-200.0,100,100,23457.447627028807,1774.1095663897236,0.01
32,640000,-200.0,-200.0,100,100,23157.909072818,1965.6342620835796,0.01
33,660000,-200.0,-200.0,100,100,23716.993680979773,1925.6664306064129,0.01
34,680000,-200.0,-200.0,100,100,18978.8420736939,1796.4785948997744,0.01
35,700000,-200.0,-200.0,100,100,19315.81397377461,1705.0599313851485,0.01
36,720000,-200.0,-200.0,100,100,23000.80242555181,1694.7084254145825,0.01
37,740000,-200.0,-200.0,100,100,23416.426103747417,1984.420631919874,0.01
38,760000,-200.0,-200.0,100,100,23510.89848110008,2021.886777169449,0.01
39,780000,-200.0,-200.0,100,100,23558.643246086183,2023.456946710477,0.01
40,800000,-200.0,-200.0,100,100,23491.00946390452,2020.3459861795689,0.01
41,820000,-200.0,-200.0,100,100,23614.898140483776,2019.7333284341464,0.01
42,840000,-200.0,-200.0,100,100,23366.09469325272,2023.212360325267,0.01
43,860000,-200.0,-200.0,100,100,23199.611626440845,2020.0674973778175,0.01
44,880000,-200.0,-200.0,100,100,23537.151970973624,2019.8325850693875,0.01
45,900000,-200.0,-200.0,100,100,23097.116005981803,2023.695388389366,0.01
46,920000,-200.0,-200.0,100,100,23183.74074463724,2025.3510411033703,0.01
47,940000,-200.0,-200.0,100,100,23383.499443439345,2025.892661420388,0.01
48,960000,-200.0,-200.0,100,100,23326.1274182771,2030.8940743897224,0.01
49,980000,-200.0,-200.0,100,100,23512.160643497235,2027.3516911677984,0.01
50,1000000,-200.0,-200.0,100,100,23473.20476167298,2025.374849457949,0.01
